order_id,Sum of payment_installments,Sum of payment_sequential,payment_type,Sum of payment_value
003f9bcc09427647c4b9d361a523545b,8,1,credit_card,238.8
00404fa7a687c8c44ca69d42695aae73,1,1,boleto,99.9
0040a56893444cb56cba7cfe2225e34e,1,1,credit_card,119.29
004157daafa0bc8672e01f00e4f0c04f,4,1,credit_card,222.91
00418a49a685c6bb60633291c3fab17a,2,1,credit_card,56.78
004345d16a1ab2c21962992c721c8643,1,1,voucher,53.27
0044c6f6d22dd280534344177c81b989,1,1,credit_card,196.07
0045e3085f083f0f38d24bb3f22e6593,3,1,credit_card,130.74
0045f5225a96ef46630701167528fdcb,1,1,boleto,110.41
0046176ff0dbc2a178b7885355dfbb71,1,1,credit_card,137.72
0046e1d57f4c07c8c92ab26be8c3dfc0,1,1,credit_card,15.57
00471463a6106056c1a2a809f70de640,5,1,credit_card,265.96
00482f2670787292280e0a8153d82467,1,1,boleto,18.56
0049edf42837aa808e03552a62bd2158,1,1,credit_card,67.5
004b62108b876867938746ad3154167f,1,1,boleto,118.35
004ba47bb589cdbc485e6025bd6d3c81,6,1,credit_card,60.85
004ca5ae248069d68e8594df8abf6ce0,4,1,credit_card,221.08
004d76fef3dd46eb4f70da049c8d1f93,1,1,boleto,147.39
004eab0fd8f28adaf8d488976f77febe,1,1,credit_card,33.48
004f5d8f238e8908e6864b874eda3391,1,1,boleto,138.6
004fb11815bc03b01b20a614eef69d14,3,1,credit_card,92.74
004fb5e6f90a178dc74ad2b016649249,2,1,credit_card,143.92
005059edee63c8c708ba61910793b31b,8,1,credit_card,219.78
00526a9d4ebde463baee25f386963ddc,3,1,credit_card,169.16
0055b77cca3186676c147f532dd2547b,2,1,credit_card,189.37
0057199db02d1a5ef41bacbf41f8f63b,1,1,boleto,37.09
00571ded73b3c061925584feab0db425,4,1,credit_card,389.82
00584d79015452d19fd3d044ba3abdc0,3,1,credit_card,122.17
00588f5f20fee630b83d4709e0a42715,4,1,credit_card,114.9
005997dca4c1fc45066d0a03d54a6469,6,1,credit_card,133.75
005a1dded353107dbabf8ffc83a20365,8,1,credit_card,89.28
005b49de51a4e006055e8487a50ad8e4,4,1,credit_card,61.38
005cad6157eadc7f1f09917607f1704a,2,1,credit_card,110.84
005d9a5423d47281ac463a968b3936fb,10,1,credit_card,145.26
005e5166e99d1e4d0c4f808b0540ba94,1,1,boleto,136.7
005f25968fc854ea16fb16f5bdbc87c7,3,1,credit_card,86.15
00602f25bffa1dcfb71e202fbf9824fb,1,1,boleto,93.92
00611822267e76e0055c25c18506f06e,3,1,credit_card,180.21
006127b8b9a1681a982313ed7129c3c0,1,1,boleto,556.22
0064d74f7de7917d54768d7722ad56ac,4,1,credit_card,221.07
006557c3221c1fcd02b0106343ab357b,1,1,credit_card,23.17
00664284de7a3470d22931ed78615ee4,2,1,credit_card,55.75
0066a1fdaee16ad5022c5ef979d0b661,9,1,credit_card,226.28
0067c6030d65af0ff98790158ddb0020,1,1,credit_card,54.06
0068468c453d28c8ef3fd089e50a5847,3,1,credit_card,489.85
00685d31ae12e47470ba5c18ba74f22c,7,1,credit_card,75.17
0068c109948b9a1dfb8530d1978acef3,1,1,boleto,103.38
0068e836900867da359bd81db9227a33,1,1,boleto,113.43
0068fb0e223115e911d362627e8b8800,1,1,boleto,91.79
006c42f310102c1910b3c5793ce5fc34,3,1,credit_card,250.79
006cb7cafc99b29548d4f412c7f9f493,3,1,credit_card,70.14
006cba07f62f921fe4f58365bde2b2eb,2,1,credit_card,81.98
006dd93155bc2abd844cc5eed3a0fe7f,3,1,credit_card,57.68
006df90050498994d670b40da4651d22,1,1,credit_card,21.39
006e05e81c068ddc38e48ebe189b922e,1,1,credit_card,43.1
006e43460a55bc60c0a437521e426529,3,1,credit_card,142.06
006e91ddb0674525f84ce0da0655c7ba,8,1,credit_card,529.35
006f7dfffe2d90809598e8f1972b829b,3,1,credit_card,52.64
0070092bb6004faafa287e5fc35971e9,2,1,credit_card,163.06
0071ee2429bc1efdc43aa3e073a5290e,2,3,voucher,192.44
0072847849eafe70995fa51a714c81ac,1,1,boleto,234.89
00750f68bb64537034e93554c64b41b5,4,1,credit_card,137.16
00756576f4e494406945ac21cb82cfe0,1,1,boleto,152.71
00772b2af35643653f108fdac1155ee3,3,1,credit_card,47.96
00789ce015e7e5791c7914f32bb4fad4,10,1,credit_card,190.81
0078a358a14592b887eb140ef515f5ab,3,1,credit_card,336.38
0079bca8e89bd52fdb87408e4f3fb94d,1,1,boleto,57.29
007bbb40c95870c0f75a7855f2636c65,1,1,credit_card,162.85
007beb35f98c075747e6fc4fd1c0cb73,2,1,credit_card,83.59
007c7cb12ef3567531307ca78d395758,2,1,credit_card,195
007ec946d4f798caf2b43c9d44c56421,1,1,boleto,43
007ff0b0f79be782f633fc3b18cbe337,1,1,credit_card,55.11
0080eebb288dba1857ccf048dfe6bdfe,1,1,voucher,21.1
0081ab2c99dc85945c28926b77dc6960,4,1,credit_card,279.7
0081ce648af7d6a7bac2a93b6035d1e3,1,1,boleto,117.85
0084209c576daad6ff4534902fcb4892,8,1,credit_card,85.14
0084e195fbd72ae51599af47f04afede,1,1,credit_card,113.03
00858d03144cc35cfd1dd043647e7c88,1,1,credit_card,184.03
008720830a8a30e39e6f22f81818a141,1,1,credit_card,69.72
0087889a1c836be17f58afd7f1729a4a,3,1,credit_card,269.63
008819c6d5f6da6fa5cd9d50ca927cf4,2,1,credit_card,62.65
00891ba5de66f55000ee358ceea9b345,4,1,credit_card,149.69
008990da719764fb392914d8ab53ad04,1,1,credit_card,54.13
008a1b3db2a8bf63418c2cf7c7f494b1,3,1,credit_card,33.12
008a40c2b8b21893e04945ce58854b55,2,1,credit_card,112
008c3a655c66f4d92370d0d422732f69,1,1,boleto,99.44
008ce8764db2e397e153000e017475b6,3,1,credit_card,70.88
008cfe221ab054c89bc31720098cca51,4,1,credit_card,146.84
008d9bf350ff02ed444b3452cf3f57e0,1,1,credit_card,50.44
008dc31c0ae7121f2791953ae5f532c3,1,1,credit_card,62.65
008dd5e80ebf8f849aa0c5bf4e22ce7a,1,1,boleto,207.74
008eaf9004164883520d0bd32b107261,1,1,boleto,157.34
008f831b7185cff7ab35a46c37d64cd2,5,1,credit_card,286.09
008fab5602c441d51f30b1464f5d4643,1,1,credit_card,65.55
0091a677651feaf5a08d7bb147681e14,1,1,credit_card,45.53
00921e4911895b93c7b4fc0d80c0815e,1,1,credit_card,96.62
0093cbf16a6afb7f0ab7cc821b6f9e92,2,1,credit_card,142.96
00946f674d880be1f188abc10ad7cf46,4,1,credit_card,232.72
00949655cdd8d0465e433a5e6c9643e5,1,1,boleto,25.87
0094bd07f49fed90209ffa62d1ef26d6,1,1,boleto,18.92
0094d4660e323945f84f5c29eb348aae,8,1,credit_card,309.4
0094dc9ea7e3cd54d95aea42685673ff,1,1,credit_card,104.79
0095790a64527ec83aeaaf99023c050e,6,1,credit_card,62.66
0096668e5b0b8e9657a6f7209a4e58b4,2,1,credit_card,180.37
009742b43f4530bc3db7f62332c50f4b,1,1,boleto,146.18
00975e709cd12c34d3bd44e4a7f7a876,2,1,credit_card,94.66
0097aafe2a01dd54e39888976160c377,1,1,boleto,70.59
0097f0545a302aafa32782f1734ff71c,6,1,credit_card,507.84
009838529bb913846ab6670d22865381,6,1,credit_card,176.4
0098dbda25722a3f019fe252a0cd10b3,1,1,boleto,165.03
009905140e9f8cc35d5be897937381db,10,1,credit_card,116.44
00995d799817ecc3bd2abd8fbe59c430,1,1,voucher,62.82
00998f38df3012359ef195ca75ebb329,7,1,credit_card,143.24
009ac365164f8e06f59d18a08045f6c4,1,1,credit_card,0.88
009ac365164f8e06f59d18a08045f6c4,5,20,voucher,31.12
009c278fa2ed6e7ec498200b60193ca8,2,1,credit_card,45.09
009e11afa25aa95ae78e60a793995c9b,1,1,credit_card,65.14
009fa9bd0d92710e840793bfefa80867,1,1,boleto,100.33
00a0116ff15ff973ea16bee881208ae7,10,1,credit_card,194.12
00a12754417a49a9dec20361849aa917,3,1,credit_card,57.72
00a13ab02fbe82f78cd84f14e41564ed,1,1,credit_card,168.35
00a174dbf11967d260033fa6ab711493,1,1,credit_card,291.43
00a1e977cf6e672402963940db55d919,1,1,credit_card,32.64
00a250dbdb3153cc6ecf4d3f07ef6a17,6,1,credit_card,61.77
00a379dfab816a83741012b71b264098,1,1,credit_card,23.38
00a3a334aec7455a6d3319981499a3da,3,1,credit_card,36.35
00a3f1ef430d3984dece2f39d6cbf431,8,1,credit_card,201.99
00a4d94df1c9757661679b2f4bd6d311,1,1,boleto,59.33
00a500bc03bc4ec968e574c2553bed4b,8,1,credit_card,555.99
00a57dfbb049fbaae10763e2cf15f797,1,1,boleto,337.38
00a690becda145533fa5a54daa7b6ad5,1,1,credit_card,117.42
00a77f9cc25b05b2004752593d7b8888,9,1,credit_card,196.4
00a843f5a80c7aea894c558acc29f513,4,1,credit_card,47.09
00a870c6c06346e85335524935c600c0,1,1,credit_card,69.9
00a9536682ecb394a3794c1608200803,10,1,credit_card,122.17
00a99c50fdff7e36262caba33821875a,4,1,credit_card,75.29
00aa423621f35a9ca6c6240f275b0640,2,1,credit_card,125.41
00ab1aba567dfebdc39caa4e7ca2f1b2,1,1,credit_card,48.38
00ab210695a17fe10e6b23616ae5bc97,1,1,credit_card,46.53
00ab3a43bda739029ffce95d3b2fb56c,1,1,boleto,35.36
00ab9fa91aafa3d881164b0da48999aa,1,1,credit_card,644.34
00ac05fe0fc047c54418098eb64e3aaa,1,2,debit_card,123.47
00ac2a1ec784f71feeb7ba1e5959750d,1,1,boleto,56.32
00ace652c8a5072670f30674e5f19844,1,1,boleto,147.26
00ad1a02d4d9decad15c7e8f8a9470cc,1,1,boleto,68.25
00ae7a8b4936674ebb701d4a23719a79,1,1,credit_card,37.16
00af3d9ddff7f256e83d79247dbe1a9f,1,1,credit_card,90.73
00af53fdc2002f5b6a8f16db648e003b,2,1,credit_card,51.75
00b12f4674177ef40c4bdb034138c843,1,1,credit_card,122.87
00b1861aeb89afa498404c684148a619,2,1,credit_card,98.24
00b1cb0320190ca0daa2c88b35206009,1,1,not_defined,0
00b2d2f2b5f7b98e6b1828764660134e,4,1,credit_card,159.69
00b30bb163474583c14db1689259cf4d,10,1,credit_card,216.51
00b402e8a76d3da83714c52d3977cc2d,1,1,credit_card,165.91
00b44ba3d7c4a5e9a9ebafef9150781d,1,1,credit_card,67.58
00b47ee856118583dbec7d1f9b18d847,2,1,credit_card,28.88
00b4846d477a7baf5d4e47970bc08c7e,1,1,boleto,48.01
00b4a910f64f24dbcac04fe54088a443,1,1,credit_card,2.54
00b4a910f64f24dbcac04fe54088a443,1,2,voucher,48.05
00b4c651133c06fb175123a492f1cac3,2,1,credit_card,173.49
00b5e1c770b1868ec1b6b726be3aa9b9,1,1,credit_card,59.25
00b676b01c289cc661c6f7732492771a,1,1,credit_card,71.19
00b6c055922e0ed2d88efdd252b2fb64,1,1,credit_card,71.05
00b6e66f005a657a6b13eedcacdf9342,8,1,credit_card,477.32
00b7174ea52bb811ebe2663add51afc0,5,1,credit_card,92.97
00b8d354b36820e9d6131fd5173c5581,1,1,boleto,65.31
00b9e0f8f588d0406a3de447eb606970,1,1,boleto,56.5
00ba414462370af2d76195d12e0d5481,3,1,credit_card,39.09
00ba57ae98928df6ba6ec9d3d8d4b1b7,7,1,credit_card,149.01
00bbc4179554524748f77763ddd62266,1,1,boleto,97.87
00bc78808b22918a467b2fa4b8ef5d68,8,1,credit_card,84.69
00bca4adac549020c1273714d04d0208,3,1,credit_card,111.3
00bcee890eba57a9767c7b5ca12d3a1b,10,1,credit_card,772.5
00bd2cb7e9076e1ccc9f766fc01a4cfd,2,1,credit_card,112.62
00bd50cdd31bd22e9081e6e2d5b3577b,1,1,credit_card,4.88
00bd50cdd31bd22e9081e6e2d5b3577b,2,5,voucher,80.92
00bd8cf08fa3998ea6ad6d16c2165822,1,1,credit_card,34.28
00bdcdda88e6b02977fc6ce3d412c600,1,1,credit_card,137.83
00bdebefeb760588a3425fad9dfed3d9,6,1,credit_card,139.98
00beb247698c6aae94e3f859d279e2cd,1,1,boleto,52.39
00bf1320ffb5fe47a845feca16c0e0b4,8,1,credit_card,469.39
00c00d5b36157595e21108ba1da2828f,1,1,boleto,312.92
00c2335723b9b74668062e946dc66621,1,1,boleto,31.38
00c405bd71187154a7846862f585a9d4,1,1,credit_card,6.03
00c405bd71187154a7846862f585a9d4,6,27,voucher,40.66
00c42b1633c1b2fa4e937bf312466561,5,1,credit_card,55
00c47cfa491ef55779ec7557673087fc,1,1,credit_card,72.07
00c47fefb9a49baec12ab3654d7f548e,4,1,credit_card,266.69
00c4f17dcb94448f27a2cbaa83f10a4b,1,1,credit_card,39.39
00c62d05602c1ca8164b98746d127fa8,1,1,boleto,128.35
00c763284c0056eed753352f5559ff0a,6,1,credit_card,94.55
00c81b6675ef9ecaaff5fc1d6720b96c,1,1,credit_card,39.09
00c826c901ab01b6f598a8f0c9b56b82,1,1,credit_card,92.91
00c842d0ae6462afc1d38fc055b02c75,1,1,debit_card,77.57
00c8be06a8029e300dabd52c7d4c6ad2,1,1,credit_card,35
00c8bfbb0a1224dcdb0180a544247159,8,1,credit_card,173.2
00c9474e0334f7a4ffc8c3a8bd21a51e,10,1,credit_card,1075.74
00c95282163553a982f38481f9488481,1,1,credit_card,64.9
00c95282163553a982f38481f9488481,3,9,voucher,60
00c9d0257381c7e9ec13b4505f25b2cf,7,1,credit_card,387.57
00c9d9e61ed13f5bf2f0344da1aa4775,2,1,credit_card,56.29
00c9f7d4b0e87781465e562dc109f6aa,10,1,credit_card,120.36
00cb18db3d9c03f8386e7fc70cad2504,1,1,credit_card,144.03
00cb9736c0b43d6c1e2fbb2b88e69f6a,2,1,credit_card,126.74
00ce92d57f4f9a112bdb8a2a283e5f97,2,1,credit_card,189.37
00ceda91cb2ded8570ca73e70571740a,1,1,debit_card,34
00cee8a4dbb042385cbbd84699e78b2e,1,1,credit_card,69.07
00cf2b04c59f0ecaf822bf3f334d5c3b,3,1,credit_card,334.68
00cf47526e0f7920b381b2baf4ecf1c7,1,1,credit_card,74.49
00cfabbe2a93b70beeec4894f86712a8,1,1,boleto,45.1
00d03eb3425f41a599ae2f788e23c07f,9,1,credit_card,90.17
00d0ff2017f9ea13dd7eec7470ca473a,1,1,boleto,74.69
00d0ffd14774da775ac832ba8520510f,5,1,credit_card,134.49
00d1289d5125017a90e528b5a7cee91f,9,1,credit_card,179
00d15ff0236872686e4899ed1ce680ad,1,1,boleto,80.29
00d1e381c0995f0bdb95909fe7434d0b,2,1,credit_card,170.16
00d2559e61b9a0744a0552c35c5ecccb,5,1,credit_card,872.52
00d29386638bbfd1331a2cd7ab91b5b5,1,1,credit_card,32.84
00d4439957b7fd3f8da4a33a965817fb,1,1,credit_card,33.97
00d50baf1bc56a3c59de1810a6b84b0d,8,1,credit_card,188.24
00d5fac7792747fba4b528f23930bebd,1,1,credit_card,80.23
00d831d5c3ea03b7cd6f883ad799c7e4,1,1,credit_card,138.16
00d85bfe0e28c91b69d0fe1f29255a31,1,1,boleto,203.67
00d88c00221ce96a1cfcaca9f2fceb3b,1,1,credit_card,347.56
00d8d65b666158b633f96054d31af43b,1,1,boleto,130.88
00d94e8901b75ee0d6ef1f87f947b666,9,1,credit_card,97.4
00d9ac423c9ad6781c0ed04e87666691,3,1,credit_card,379.2
00daac8efd71674d62356c2a306d1e4c,1,1,credit_card,67.97
00dc6ad47477b3b62d3c0acbe98a82a4,2,1,credit_card,144.22
00df27e666004db9f14bce766fa5327c,2,1,credit_card,203.67
00dfb074b5c910fbd08e04691c4b712f,6,1,credit_card,134.57
00e054d0da011d5016f31011af488f4f,3,1,credit_card,118.82
00e0bac9f6306d8269770acf4ee4b027,1,1,boleto,94.3
00e1426d4c79f2e022570012c1ff57ed,3,1,credit_card,86.55
00e1bdb3f1388c8ed222597ee4fa01e7,1,1,boleto,437.59
00e32e413e017e64ff93a9e800b8e1be,1,1,credit_card,322.17
00e365f4fc03d1098841af23d05c17a6,3,1,credit_card,194.33
00e4050fe32e786290a29c61141e979f,4,1,credit_card,64
00e5b655df1cc911466758210325c67c,1,1,credit_card,113.5
00e63486fad9d24645c9c84ed77c15fa,1,1,credit_card,54.32
00e6786fee8f476835c151a4d3fa9bf1,5,1,credit_card,175.77
00e6bc6b166eb28b4502c1cad4457248,2,1,credit_card,85.86
00e6bc6b166eb28b4502c1cad4457248,1,2,voucher,66.07
00e7aeced1d61792368ec7bf8b967a90,1,1,boleto,58.7
00e7ee1b050b8499577073aeb2a297a1,2,1,credit_card,146.87
00ea33f994bec0bbfda582074083ae12,1,1,credit_card,108.32
00ea690fe8c5eba029a3884243a02352,4,1,credit_card,49.1
00eb7b95af5ed25aaec66d4ff5295846,2,1,credit_card,106.97
00ec95a58b63378d4cc06d196cdefdf6,1,1,debit_card,187.96
00ed64bc080d87b4ab7f0c433bc5e98f,1,1,credit_card,61.01
00eead1d5a799277ef3d6b387b0bebef,5,1,credit_card,98.26
00eef7fe9e315a85d1a61a50cccb2494,1,1,credit_card,63.27
00ef7ed06a55243f3e6a9d373a89eb14,1,1,credit_card,76.17
00efb72d8e18533f736e86770705d094,2,1,credit_card,89.96
00f1a34f176151c4dcbd802c244e1072,8,1,credit_card,84.79
00f1bb0af030935db1745ee28367ea26,7,1,credit_card,288.88
00f1c7c1542f5f86c3091749d9e939d8,1,1,boleto,101.34
00f1cc7439ccb8671133776d1829faf5,1,1,boleto,177.32
00f251b943aba645652c7138e4716fee,1,1,credit_card,101.25
00f2a3509bd600bd1a06a48353788d93,1,1,credit_card,47.67
00f2c876aa08fbba04199823952e96c1,1,1,boleto,86.22
00f324f6ec332cd73ef8be4888573662,7,1,credit_card,156.33
00f33ee62c15223679d3550e751c37cd,5,1,credit_card,54.61
00f426c7214575822c3cb44ea59ef0f6,1,1,debit_card,94.65
00f57f2ccce2a2e3f393fe8f5e616e0d,8,1,credit_card,285.81
00f5fbdc777e8198c1ee008122e28ae3,5,1,credit_card,221.07
00f621226c6f4e938348f6f3a71fdc62,1,1,boleto,231.79
00f6ac4816d12f49026b09f2aa77d15f,3,1,credit_card,163.32
00f6dbc6195397197ee147ee45607a2c,1,1,boleto,64.42
00f7c5b41250e0126ced62d612ff4711,1,1,boleto,80.67
00f86b368251d739f1896d41469b2b7a,4,1,credit_card,175.05
00f8fc0cb9d9b7813f1f54fbd75426f1,1,1,credit_card,163.77
00f98eaeddb9debc8df8cb27e08216d4,1,1,boleto,60.94
00f9b0236a85fb8a06fbd9b9c53fddd8,6,1,credit_card,166.62
00f9b6769c6648ac08bf43081d1f2b07,2,1,credit_card,89.61
00faa6afcde74aaa630e1d2fda2bb0f7,1,1,boleto,40.76
00fb055886536063afa0dbee07a0944f,1,1,boleto,57.38
00fb278a99144cc1004b3ed1452ff5e1,3,1,credit_card,30.95
00fbcd8b120e5706c58b9d1a0026a7da,1,1,boleto,24.01
00fc308dd7f0937682698becaa9dcc45,1,1,voucher,104.11
00fcf938cde49ae138942b632ed62393,1,1,boleto,50.34
00fdb72e467da6f3b000b19b368a6cf6,3,1,credit_card,35.85
00fe20fc069833ab95021b46d6862646,7,1,credit_card,150.02
00fed9e582d5a3e38566872eec164ac6,8,1,credit_card,412.18
00ff0cf5583758e6964723e42f111bf4,6,1,credit_card,170.15
010061e3aa0c6ed5e393dda0652bbee8,1,1,boleto,309.29
01006620eb4732deec44be4b0d9e33cd,5,1,credit_card,145.13
010078e0913f48d014483bd856c01ca1,1,1,credit_card,58.61
01015fb6493ea5b9ba105c80b5452da1,1,1,credit_card,19.85
0101aea69a09e1aa32caa6dbaba98503,8,1,credit_card,94.9
01029b44abe6e15c8df48b1b759ab437,2,1,credit_card,93.85
0103878b7ed86b6ec873cfae01379472,1,1,credit_card,265.36
01074135a88ffa5978eaadfc7f482f2b,1,1,credit_card,116.61
0108c64ec135e4a7a75e9b5102af9bfa,1,1,boleto,193.53
0108fba93678555ad1cec9c267848187,3,1,credit_card,219.12
01094e169d4b14edaf6954eeddb83633,1,1,credit_card,108.86
010a35dc7fc3808a03d243d2fd8c6e35,1,1,debit_card,132.05
010ab3b1993057e91f825c672375a66d,6,1,credit_card,155.05
010b0f6bd323a9effd095a743e660f26,3,1,credit_card,36.71
010b143d83a59b355cd5a75c0f0fd785,8,1,credit_card,224.6
010c995323bc17d8156fbe2c37fed63e,1,1,credit_card,56.12
010d14f76a229c295260e4ca4744acc7,1,1,credit_card,44.69
010d15deea8cae96ae86ea8097917a17,10,1,credit_card,300.55
010d6db2f77220b394f147836c94f27b,1,1,credit_card,30.13
010e04b5f879320f29a9bd6ca41abc94,1,1,credit_card,119.48
010e7dda85fff564e8b7076ae3928efb,10,1,credit_card,133.34
