order_id,review_id,Sum of review_score
00130c0eee84a3d909e75bc08c5c3ca1,4ff9a24999699f7104ed23fec2563351,5
0013503b13da1eac686219390b7d641b,b5c9aa83935388c89bd9b1b2ce6d1439,5
00137e170939bba5a3134e2386413108,fe1711409007a1243f6fa3a1118d416c,4
001427c0ec99cf8af737bd88e92fd444,174a50ecc3181301a3585ff14ab5f98b,2
0014ae671de39511f7575066200733b7,81c4070474d420a77a2254b8a5473f6a,5
0015ebb40fb17286bea51d4607c4733c,282ec15daab81bd9afe2452fa0ee7b39,5
00169e31ef4b29deaae414f9a5e95929,28e20f3ef22e8795ea14e65f54e087a3,1
0016dfedd97fc2950e388d2971d718c7,f11d548dc1a7c713bff0b6d2ef0dff7c,5
0017afd5076e074a48f1f1a4c7bac9c5,f7bbac6b6901d7636435ea406a856e34,1
001862358bf858722e1e2ae000cfed8b,164fba09ca80765e400c72749b58c267,5
0019c29108428acffd089c36103c9440,1e8067a9f38deb9426d4278fa2d213d0,5
001ab0a7578dd66cd4b0a71f5b6e1e41,68b49cfcd9420c6ad09af97ea8268e7c,4
001ac194d4a326a6fa99b581e9a3d963,95ae5c0c6595c9f75ddc037cca0596ae,5
001b76dd48a5b1eee3e87778daa40df8,ed0405017b21b89fe55282aca123eeec,5
001c85b5f68d2be0cb0797afc9e8ce9a,bef8f895661652ee0f5dbc2626864df3,2
001d8f0e34a38c37f7dba2a37d4eba8b,51ebb8fede4fbe6126f9f85ebdd23166,1
001daeb0eddc45b999bad0801ad9d273,df246bd48fbc0a0c9a7d4979c9192eec,5
001dbc16dc51075e987543d23a0507c7,87d38823c8e926b57ec61e64f5466cfd,5
001e7ba991be1b19605ca0316e7130f9,963e12d9a7c84e15c199bb5f062e599f,5
001e7cf2ad6bef3ade12ebc56ceaf0f3,048baba3f11436d12b06dab572aafc21,1
0020262c8a370bd5a174ea6a2a267321,1079dbb2bd2dd071f7d04a1925da6ce5,4
0020a222f55eb79a372d0efee3cca688,ac2538373fcfab2aff0709fbc7ec69c9,5
002175704e8b209f61b9ad5cfd92b60e,78412bf6c796b43df999fd87750d28ea,4
00229e4e43f7a7e0b9dd819ad43268d3,cca0db795bf22a3a505e44024fcf0b8e,5
0025081dcf9330f9a5052ae82c6ce396,13de33fd67cb2f1a941f7a0cd217d577,5
00254baeb6c932b0a8aeead91fbd02b5,d48d8cf67fee1056aef5deb18770de55,5
00259a44fcad3fc0474329e925d14fc3,82588c155bfa9331acb3f976fe040c4b,4
0025c5d1a8ca53a240ec2634bb4492ea,eba375fa5fe6f3dc7ca2aa6682b46170,5
002611a77fe03d076285fd4ca95db77c,011f1e2ec26785d96724be3856e60055,4
002691433f09002ac9ca0c4e8dbb8ead,9d69d3d0d3cebcc39eeadb453905388f,5
0026a368634b6e6f34f33b1499773a30,ed7cc4092834fc4d48b7d9d125d7c657,4
00275bce676303c3bfd7292aefdfa223,3e33eee1e8cd67541aec8fbd66a0f6d8,5
00276d5c3491fbf55305e26891040df9,b3dcedadaed163a8399075eadf60581c,4
002834535f7a609a5c68266f173fa59e,35f26611c00c2632ba92df91ef05229e,5
0028de0ca693a1bb26448916a81105cc,d7f07b2b408422e5bbf4608fd36b37d7,4
002955b0acc63d04f6724a31967e82bd,ba0252394ceecca6d0e9803d75182eb5,5
0029c5db35ef291ce99d1262012e7daa,14f0810885e1daa91bb78878cba6da41,4
0029f17cf0e7640c5cb6825af681303f,6ef7f7fe808269bfcaa4ff5a3d1b1bb3,5
002af7fa9eb99d1456bceb6a13d6fc0b,1e364417d579f43eb3ea4f4eafe289db,4
002b430ff89b3a24c31a1170acbbedea,91048655e4128b6838c0086cf2daddab,5
002b4e6fa42cd4a22cc86abc18fe9c05,85da16503a576748ee5544bd8a5b9355,5
002c9def9c9b951b1bec6d50753c9891,7428934dc38633d863711567fcc1d567,4
002d040018d12a3853c059f7f23ab5b1,3174be472473a1a73da9880380e7f740,3
002f16b7bc4530031b7d90f791b12d8a,7f002c0ea8eab081c295155138f964e7,5
002f19a65a2ddd70a090297872e6d64e,396eacbff771557619771e8d4b58ee77,3
002f98c0f7efd42638ed6100ca699b42,6d1c23083e960eaa5daa7505e8aa7071,5
0030d783f979fbc5981e75613b057344,fb438ee1afd42dc7a34710a4d343917b,1
0030ff924c38549807645976adeef2c0,f1ad116b3cd3a668471e641bece92f7f,5
00310b0c75bb13015ec4d82d341865a4,8f28fc7d29a09403973697645d73b72a,1
00324b3eda39ba5ecce3945823e3594c,8a8cd62f1260f732c65c5e2ac41e7e23,5
0032d07457ae9c806c79368d7d9ce96b,34592a91e941932fcf44fd337be968d2,1
003324c70b19a16798817b2b3640e721,ed469dda40b1b7f0660b24aa1b043b57,1
00335f75ea6a4455b524a8dd177067f5,dc2986ec0f6f6b2238ba9b0c853d3e59,5
00337fe25a3780b3424d9ad7c5a4b35e,c62fad0a8dd9f5af876adc1e2041758d,5
003423b755b562962a6225a8de40d12e,f58325a189b533108ea7141e53ee15ba,3
00345f338696283410b7977d2e3efc89,2bf3890219fda8d54c35c8b70253fb7f,5
0035246a40f520710769010f752e7507,2a74b0559eb58fc1ff842ecc999594cb,5
0035246a40f520710769010f752e7507,89a02c45c340aeeb1354a24e7d4b2c1e,5
0035c0b07126fe9c24a325216fb96064,3f9a735e3351a7b5159a4d1691a0b9b2,4
0035e6b7ade84b3f5b86bd49814793df,7f6fef0de2a2d006bff1eb494112b1b8,5
0036757472ece3dde52fd4bfd929c90e,5c21268a0f8bae726edb3aa4db3e6bde,2
0036887767dea4bd43b1a88cd0d9477a,16dd1214a6f9a62fa22ad4830aa479c2,5
00378c6c981f234634c0b9d6128df6dd,0dd2be2fade8f4c15fd986a6b35edbe8,4
003822434f91204da0a51fe4cf2aba18,7750f9537fc21016d9392ef19661e745,5
0039500db36d50d7d0bfaf23723550f3,c91d4ae7473872e0696bcb22a5a92df0,5
003a7f59d7e08a9c61d9e2881fe6459c,71d5dd15707c2463aaf6bf469460337c,5
003a94f778ef8cfd50247c8c1b582257,d3bc49c36329401e4f845faf9bb6742c,1
003cc6161d7a2593f2525cce0c330d32,4910a0d41fca570cb921f0090ed5c4f8,5
003d0634280ff3d1d3a54459349a6899,5ef54aacd02622d2d1fefaaf539b939b,3
003d804eef0e1b856881cd18e0cc0d4c,ec72e8db6271c9732565ac1aef57aaa3,4
003d9fc84ad902adf2265248b5ffe1a4,c3fa49a98647096955610c600ac33a76,4
003edccf16bc5ec447f592913b3df2b4,90033a3865e39835ba7e8526f6c8f3de,5
003f201cdd39cdd59b6447cff2195456,98087172e524099025771d805ad1cdf7,1
003f9bcc09427647c4b9d361a523545b,4a1c0ecf94443cfa6ff94905bc41cd92,5
00404fa7a687c8c44ca69d42695aae73,c1739c70298dbe46e21a825af2b984f1,5
0040a56893444cb56cba7cfe2225e34e,7b15e6ebecb0e962f69728c50d5e9a9d,2
004157daafa0bc8672e01f00e4f0c04f,bdca8baccdc72009bbdb5d15991d02ba,5
00418a49a685c6bb60633291c3fab17a,1c1bb10fd0a3af065ed9b379b5df14c2,1
004345d16a1ab2c21962992c721c8643,7f05ffaf413a01b93e9cbe3e527a91ab,5
0044c6f6d22dd280534344177c81b989,974e17569a12138629ff031e5982e32b,4
0045e3085f083f0f38d24bb3f22e6593,27abf489a0e46ad7dfa4dbdac61b188c,5
0045f5225a96ef46630701167528fdcb,91f9113ebcc5de9c0d8f9e6ab3e25ed2,5
0046176ff0dbc2a178b7885355dfbb71,ca96cd096375d4c74d0ca1e5cea64e8c,5
0046e1d57f4c07c8c92ab26be8c3dfc0,219cb56781473bd4ee7023459372d25c,5
00471463a6106056c1a2a809f70de640,e8ba5ec028ada1f73891685551e78b7f,5
00482f2670787292280e0a8153d82467,c13699f8e389acea5f406e527f0edfb3,5
0049edf42837aa808e03552a62bd2158,2fbe086269247cee60d600c3af62f3e6,1
004b62108b876867938746ad3154167f,ed90272bfebd71826ce6620baff11b03,5
004ba47bb589cdbc485e6025bd6d3c81,9f84ea8a523ca1c8801460890ae82663,5
004ca5ae248069d68e8594df8abf6ce0,e66cfd879876752a96f9c035dbde8e88,5
004d76fef3dd46eb4f70da049c8d1f93,c0e9d6955c472cffa14f031b35ea1466,5
004eab0fd8f28adaf8d488976f77febe,0d4256cffb82f343514d85b4f2181d39,5
004f5d8f238e8908e6864b874eda3391,23e790c68acbe511dd7b94c6707f2e41,3
004fb11815bc03b01b20a614eef69d14,dce4884e6e42047bf2e0645ce93ef3a6,5
004fb5e6f90a178dc74ad2b016649249,37b1da1f0e40121760677e6e9c7232fd,5
005059edee63c8c708ba61910793b31b,3a36f699ff17d318607904fc7ac9099d,3
00526a9d4ebde463baee25f386963ddc,143f6db7fc05f38965da560ef1c44ed3,1
0055b77cca3186676c147f532dd2547b,fc99f9b6c3693f9326603f9449ab9ee3,5
0057199db02d1a5ef41bacbf41f8f63b,a96a757f169ded9f72fc4f3c03750d60,4
00571ded73b3c061925584feab0db425,397312c9f147d1a22bd3108f1d5dd42a,5
00584d79015452d19fd3d044ba3abdc0,910aa79b48597f41313a6f1b8d9fd0df,5
00588f5f20fee630b83d4709e0a42715,b4e8ec7012eef81503df0e1e6c65f281,1
005997dca4c1fc45066d0a03d54a6469,182365ddd5d2262fe3152df43225a78f,5
005a1dded353107dbabf8ffc83a20365,287ad282a167c89fe196978cee506bd3,5
005b49de51a4e006055e8487a50ad8e4,eb164f6c5cf6b85214360131fdfcbbf0,5
005cad6157eadc7f1f09917607f1704a,659998ff75745ce5b310f2fd3b0438aa,5
005d9a5423d47281ac463a968b3936fb,3a0b0a0dd1ccb11582eb81e9a0c784ed,1
005e5166e99d1e4d0c4f808b0540ba94,8cb0fce73190d6aa1872be4099d5ffd2,3
005f25968fc854ea16fb16f5bdbc87c7,8278f8f8baf225cb959254c4c73568f3,5
00602f25bffa1dcfb71e202fbf9824fb,71531f6a2657d5acbe7bd6731c816b28,5
00611822267e76e0055c25c18506f06e,09e73c4728b6052f2a9fd5ee7b6221f8,4
006127b8b9a1681a982313ed7129c3c0,bb9c485f8e2dd38a3af6f38187144722,5
0064d74f7de7917d54768d7722ad56ac,8a4c2e0e0ac32c7324b46b08bb0b5d7b,5
006557c3221c1fcd02b0106343ab357b,84a40189927f97f05285dc6f841a7561,5
00664284de7a3470d22931ed78615ee4,dd71360a5cfbdf6fabf5bff418e3513e,4
0066a1fdaee16ad5022c5ef979d0b661,72bd80534b0e73c14829319464e72cdc,5
0067c6030d65af0ff98790158ddb0020,e8b089ecc2f8aa46c9893626bae20cf8,5
0068468c453d28c8ef3fd089e50a5847,ea0cadbfcf623003add6a407d65bab59,5
00685d31ae12e47470ba5c18ba74f22c,212d807650bd7e83391b7908b3cfa2b4,1
0068c109948b9a1dfb8530d1978acef3,0501aab2f381486c36bf0f071442c0c2,1
0068e836900867da359bd81db9227a33,857936127ee4d3b8f8f14f6feb4c6e8c,5
0068fb0e223115e911d362627e8b8800,3485c887ab8a5fd6b1c10bec15622741,5
006c42f310102c1910b3c5793ce5fc34,31dd0ceb4410f4cc60d60cfcebfb74f0,5
006cb7cafc99b29548d4f412c7f9f493,304aaea0a61ca9e8c661cc7a403be82f,5
006cba07f62f921fe4f58365bde2b2eb,56a66e5eff96727ef69bca9b6981a456,5
006dd93155bc2abd844cc5eed3a0fe7f,eb29d5dffe71f0a35ccae406b79a77dc,5
006df90050498994d670b40da4651d22,708d3528f7c13301bdad8f80b845ea64,5
006e05e81c068ddc38e48ebe189b922e,ceb8edcfc6a17b16926b7c9acb47abcf,4
006e43460a55bc60c0a437521e426529,7f8c3db58f0112378d38f6065d6c3e33,5
006e91ddb0674525f84ce0da0655c7ba,8ec042451b89064557a26251a05b9549,4
006f7dfffe2d90809598e8f1972b829b,6d61a5411b9e9cd49b469a1ca07834c3,2
0070092bb6004faafa287e5fc35971e9,1a01bc45e211acf905d4450d2767533a,5
0071ee2429bc1efdc43aa3e073a5290e,ec02e8b5acd431a4db9e1f5f712dc732,4
0072847849eafe70995fa51a714c81ac,27ba5e7f4fb966a3caaae8c0a3a208b7,4
00750f68bb64537034e93554c64b41b5,29a36b1d233f0c446decbb5b894bf5c9,5
00756576f4e494406945ac21cb82cfe0,e2958a3020456dddc10bf8e274fd9e9d,5
00772b2af35643653f108fdac1155ee3,5138d0d5832c7432a23ec599ac311eea,4
00789ce015e7e5791c7914f32bb4fad4,e880864e64f669aea8904ee3f201875c,5
0078a358a14592b887eb140ef515f5ab,2820a27cb81757fc08f3241188130070,5
0079bca8e89bd52fdb87408e4f3fb94d,8310a5e3eba617e7001736220b7afc51,5
007bbb40c95870c0f75a7855f2636c65,11b7d47518bfd0ac4518c1f08c31f3e8,5
007beb35f98c075747e6fc4fd1c0cb73,2d378519c3104207e05d5803e9d36ddd,4
007c7cb12ef3567531307ca78d395758,27efd1b64b5b9d292ba7ac4c35bfa8ee,2
007ec946d4f798caf2b43c9d44c56421,bd1dcfd26e525cbbae5ec69ddd506c29,5
007ff0b0f79be782f633fc3b18cbe337,8b2fd2ae7be2324182a00e793df5b763,5
0080eebb288dba1857ccf048dfe6bdfe,d6c257cefbf86db6eb2f2178ef34137f,3
0081ab2c99dc85945c28926b77dc6960,48a82d740f73ba519ee5faa66c72bc7f,2
0081ce648af7d6a7bac2a93b6035d1e3,47b7815d496aab56fdb2a2f2fd11571e,5
0084209c576daad6ff4534902fcb4892,4473352c621784b3251766ad8cbfa984,3
0084e195fbd72ae51599af47f04afede,9ac0d21c5a68db82057a8976875fa61d,1
00858d03144cc35cfd1dd043647e7c88,8fbcaf3ab7fd4c8fa59097a866873c09,4
008720830a8a30e39e6f22f81818a141,54e98e7b1cba1b4845358ded6c86a2fe,5
0087889a1c836be17f58afd7f1729a4a,d03c7eb151e07bb78e3e45e722dbfdfa,5
008819c6d5f6da6fa5cd9d50ca927cf4,0dbc79e0cb36f3baf6369984bfe96c11,3
00891ba5de66f55000ee358ceea9b345,4b050398b4a6d5a0f6d07a905a9da3cc,5
008990da719764fb392914d8ab53ad04,9e380c1a77fe6f9e171948a5dbdb40e4,5
008a1b3db2a8bf63418c2cf7c7f494b1,b81467060b0a8b4d823bce69e3a53241,1
008a40c2b8b21893e04945ce58854b55,e6c8f2ab517ef19dd0a02a771fecc827,1
008c3a655c66f4d92370d0d422732f69,b7a1de28d1001f594fc6a0c05d5018f3,4
008ce8764db2e397e153000e017475b6,2668a27b2dca9e659dcf3b58e2a5d7d5,5
008cfe221ab054c89bc31720098cca51,18919e64014d2dee5a2ebf850802ec61,3
008d9bf350ff02ed444b3452cf3f57e0,fdae91f394183e7509686b6001b769e2,5
008dc31c0ae7121f2791953ae5f532c3,fcc5ea863d8c062899f2e4e32889eb7e,5
008dd5e80ebf8f849aa0c5bf4e22ce7a,6eb22fdbb42ecce1a902bab10ce2520c,1
008eaf9004164883520d0bd32b107261,11b501537e4927eec81488bec55ddd17,5
008f831b7185cff7ab35a46c37d64cd2,55188756932534d499d5ed1f7b996b28,5
008fab5602c441d51f30b1464f5d4643,7bbf48933446bc2b6603e1c6fc539ebf,5
0091a677651feaf5a08d7bb147681e14,3377008b1325b226aed063d454f83fb7,4
00921e4911895b93c7b4fc0d80c0815e,8928004690de207823c49726ee9d53df,5
0093cbf16a6afb7f0ab7cc821b6f9e92,d96dd351c4f95fa10529a6b5889199a8,5
00946f674d880be1f188abc10ad7cf46,ea56517f21f9a2ccde6047f836c76fb9,4
00949655cdd8d0465e433a5e6c9643e5,377945166e0e849efe16da428aba83ac,5
0094bd07f49fed90209ffa62d1ef26d6,fa2ea06b0117bc5461c5f7d963d6c614,1
0094d4660e323945f84f5c29eb348aae,8bed6958acd24a6b959a23a6b0fbec4e,5
0094dc9ea7e3cd54d95aea42685673ff,b3f7ebc4210047dbed7e9baeb35eb031,4
0095790a64527ec83aeaaf99023c050e,8cb8a9c63307618f214c42789262aea2,5
0096668e5b0b8e9657a6f7209a4e58b4,ea29724e66e4e0350e60f5fb558fcab0,4
009742b43f4530bc3db7f62332c50f4b,8c6563bdac7a42e6ea3dec7b12e8454b,2
00975e709cd12c34d3bd44e4a7f7a876,561e2666963db41f0c7058dbd85e688f,5
0097aafe2a01dd54e39888976160c377,8da5acdc2565178f11edb57558d6aad9,4
0097f0545a302aafa32782f1734ff71c,2a79a4d7ec16eeb80e0ff177d051db34,1
009838529bb913846ab6670d22865381,f99ff17e430a53efe61d359faa3b425e,3
0098dbda25722a3f019fe252a0cd10b3,e0f22f5095fcf60e28abd7aed98dadea,4
009905140e9f8cc35d5be897937381db,4ae1114d0b5853ef79ae803a9a969878,5
00995d799817ecc3bd2abd8fbe59c430,aee1f5bdfc0f44fd54ec0567f0dcf73d,1
00998f38df3012359ef195ca75ebb329,896e022be4ff3920f1c4fec42b4bb73b,4
009ac365164f8e06f59d18a08045f6c4,6d3234ab820cd1d7b0e74a4b80292613,5
009c278fa2ed6e7ec498200b60193ca8,8538822c4c9eb266f02f91ff3b53e9fe,5
009e11afa25aa95ae78e60a793995c9b,b0c6af585a16552e3ac5b441271c907c,5
009fa9bd0d92710e840793bfefa80867,95aa16d51abe6916225a97c15ed0459f,4
00a0116ff15ff973ea16bee881208ae7,61d37d0493b0a3f3bacd45fd91c21a76,5
00a12754417a49a9dec20361849aa917,4155833440f10909211f327371428bd6,4
00a13ab02fbe82f78cd84f14e41564ed,0060224a4750ca9f2df557474bcfb605,5
00a174dbf11967d260033fa6ab711493,714b8f899b9e039e4fb59ff083935f67,1
00a1e977cf6e672402963940db55d919,bd186ba5b34b4f246234fa2c0d17254b,5
00a250dbdb3153cc6ecf4d3f07ef6a17,a555fec0a2d54ccb104762e54f058603,2
00a379dfab816a83741012b71b264098,d28dadae6398b459a81d87981cdd3d98,1
00a3a334aec7455a6d3319981499a3da,c1651cc465c13045aa11f6202b233940,5
00a3f1ef430d3984dece2f39d6cbf431,d2e01c5597d53456f703db053fa18c63,5
00a4d94df1c9757661679b2f4bd6d311,1bbfd50bad517dbeb993926d510272b5,5
00a500bc03bc4ec968e574c2553bed4b,cea44be87d0e2370f1304b3805596e5d,2
00a57dfbb049fbaae10763e2cf15f797,dbf71f79f088d589caaac656b426eab8,5
00a690becda145533fa5a54daa7b6ad5,aed38a2c5cc4f1e9d707556d60db0289,5
00a843f5a80c7aea894c558acc29f513,3440af42822145c52b3008af14b98ea1,3
00a870c6c06346e85335524935c600c0,f2ef4bab77b6670b5862b064ae04668d,4
00a9536682ecb394a3794c1608200803,385a950b97d99b4f95d6196ef8b4f1c8,3
00a99c50fdff7e36262caba33821875a,e92a1612d8dcd014217178bd28cc54b2,5
00ab1aba567dfebdc39caa4e7ca2f1b2,d3cb6027d7cd65b0e50848fecb79b9a8,5
00ab210695a17fe10e6b23616ae5bc97,f57ff1aec07193a06f4fc055cc660091,4
00ab3a43bda739029ffce95d3b2fb56c,635b498c97e573f64911343026d14018,5
00ab9fa91aafa3d881164b0da48999aa,f811c0a2cdea796f48f9ec372b7f7631,4
00ac05fe0fc047c54418098eb64e3aaa,5fbaf2d47b555b58748f5f7b9db01a7d,2
00ac2a1ec784f71feeb7ba1e5959750d,c82c423f93b5d4a9a2ac68c93a75fbfe,5
00ace652c8a5072670f30674e5f19844,6f59fe49e325d2ff33a4deddea6dad7e,3
00ad1a02d4d9decad15c7e8f8a9470cc,0ae6b9f0a26a4300075e146a1dd38516,2
00ae7a8b4936674ebb701d4a23719a79,f9c1a71690bf7288861804ece5383ea1,2
00af3d9ddff7f256e83d79247dbe1a9f,28352065da2a697da1f83e4a128f64ad,5
00af53fdc2002f5b6a8f16db648e003b,8217b780a5ec285d426e1d6d07f38d5d,5
00b12f4674177ef40c4bdb034138c843,19910e37f2130c56f553edfbdc0c65fb,5
00b1861aeb89afa498404c684148a619,6a3b79897eba9ff0de829eb1570b98b3,3
00b1cb0320190ca0daa2c88b35206009,9c0d840dfe562debfa52a1792bd64bff,1
00b2d2f2b5f7b98e6b1828764660134e,7ecb82e62756c3a6b40c9db6a00b9b9d,4
00b30bb163474583c14db1689259cf4d,4be0fcb2fc18e0da288ad4f45c38059e,5
00b402e8a76d3da83714c52d3977cc2d,ceec8bc717c77add6657e182e9a82074,5
00b44ba3d7c4a5e9a9ebafef9150781d,b172521cef380e11b2f65ad53f2b8e4e,5
00b47ee856118583dbec7d1f9b18d847,b556d50a332264879cd04f5a267efc48,4
00b4846d477a7baf5d4e47970bc08c7e,10f62fdeea5332995b98c326bc9a9ee4,5
00b4a910f64f24dbcac04fe54088a443,77e0edd9f898d8667be3a63d802c1021,5
00b4c651133c06fb175123a492f1cac3,28838057a89892189cccbde97e7d80ca,4
00b5e1c770b1868ec1b6b726be3aa9b9,f36407e207d5b9317bf8d3703b5b022d,5
00b676b01c289cc661c6f7732492771a,16561345af89c9e66c13a051f4f15d65,3
00b6c055922e0ed2d88efdd252b2fb64,3ec19171c2fbc5c772128500ab374c58,4
00b6e66f005a657a6b13eedcacdf9342,5fcfab15e41dec56d42c883a668635a3,1
00b7174ea52bb811ebe2663add51afc0,60f8faa906165ba76059030f93a45382,5
00b8d354b36820e9d6131fd5173c5581,0b1616a4aacf1b403171d85d24fb42f8,5
00b9e0f8f588d0406a3de447eb606970,eb6d75bedecae7b3dbea11b8530637d8,5
00ba414462370af2d76195d12e0d5481,b6cb3817d609e80a0ed2c4fc9583e9ec,5
00ba57ae98928df6ba6ec9d3d8d4b1b7,5bbe559187a5362158dbe3cda22b414b,5
00bbc4179554524748f77763ddd62266,284cb8b32e0ea2b7b5b1d1bf0c29a82d,4
00bc78808b22918a467b2fa4b8ef5d68,100b6666dd31375f65f183c1e5d97ea6,5
00bca4adac549020c1273714d04d0208,f251fad34a28bb8a1accddc2fc0bb4f1,4
00bcee890eba57a9767c7b5ca12d3a1b,e6514bfb990b35522784418f8e227ae8,3
00bd2cb7e9076e1ccc9f766fc01a4cfd,c97a9791ae651d85c75a27e9df56d7d1,1
00bd50cdd31bd22e9081e6e2d5b3577b,ba1095d3d8706d4f7db077ce305e75fe,4
00bd8cf08fa3998ea6ad6d16c2165822,b022e14b537e9c64b16ef6b921556944,5
00bdcdda88e6b02977fc6ce3d412c600,e1178b88d0759176025710ea91094d34,5
00bdebefeb760588a3425fad9dfed3d9,ef2ae354ddc887baeb9f400ac05f260f,5
00beb247698c6aae94e3f859d279e2cd,3f0b17a6e67885ab5eab4a07f5f71918,2
00bf1320ffb5fe47a845feca16c0e0b4,c8ab2a6e0022e1db1f92e4bfeb57f724,5
00c00d5b36157595e21108ba1da2828f,d52c07a72b990d85dfaf30cc90bbd053,1
00c2335723b9b74668062e946dc66621,a5f8ba2a5bba6457fc5edfd182710120,5
00c405bd71187154a7846862f585a9d4,4f611351fcbae81bdd205a9d1365e6cb,1
00c42b1633c1b2fa4e937bf312466561,b395c14e0be3c47632ab3a9ecf0e8201,5
00c47cfa491ef55779ec7557673087fc,b86bf1c2834fc2d3a3a9d8421a02f5e5,5
00c47fefb9a49baec12ab3654d7f548e,dfe2c33bd61eb5ca78a8dea99d496357,4
00c4f17dcb94448f27a2cbaa83f10a4b,385c2a4c48e606d333374a2a33e088db,5
00c62d05602c1ca8164b98746d127fa8,3069d1d660f6a9c76b9037d9d840d892,4
00c763284c0056eed753352f5559ff0a,41169625beb2255f7230003614931654,4
00c81b6675ef9ecaaff5fc1d6720b96c,23b8b606e44be451521eb1feb02ddde9,5
00c826c901ab01b6f598a8f0c9b56b82,dac5e910d571f7e017ac236f73eaea39,5
00c842d0ae6462afc1d38fc055b02c75,b86a403531959a305dc40a2c703fb26a,5
00c8be06a8029e300dabd52c7d4c6ad2,042e7423077b3c5fb84b3c538bea47e0,5
00c8bfbb0a1224dcdb0180a544247159,87e52dee894fbd86a88ebdc7509e7a1a,3
00c9474e0334f7a4ffc8c3a8bd21a51e,3edb05682faef2679f3614db836bda87,1
00c95282163553a982f38481f9488481,fb2dc0887b260ad8fa4f6fb83c74071d,4
00c9d0257381c7e9ec13b4505f25b2cf,6d1a6be8fbfb1b9b4e0931a24cf0b914,5
00c9d9e61ed13f5bf2f0344da1aa4775,17d188bc5eb7c658e6fa39f5f35c23c2,4
00c9f7d4b0e87781465e562dc109f6aa,a6209b818df2c7684958f159ec0e6a4f,4
00cb18db3d9c03f8386e7fc70cad2504,6656126d5cd931d877987a2216a2b679,1
00cb9736c0b43d6c1e2fbb2b88e69f6a,25434b3dfb19d0aafcf17660729504bc,5
00ce92d57f4f9a112bdb8a2a283e5f97,3cce888781bea8e04014b3aaa9c78216,5
00ceda91cb2ded8570ca73e70571740a,59042599ce5a42dfa44c02948b5c46b2,4
00cee8a4dbb042385cbbd84699e78b2e,a2937161bd6607b827771b6e47e9156e,5
00cf2b04c59f0ecaf822bf3f334d5c3b,c017d2c9348d835c376bad0235121be3,5
00cf47526e0f7920b381b2baf4ecf1c7,9a7e6c8bad289a9e0140a1ad20e74819,4
00cfabbe2a93b70beeec4894f86712a8,11f5075589083d80ba9698a5b8e3b85a,5
00d03eb3425f41a599ae2f788e23c07f,e19f31db602ae8378c04a6d0608aa476,1
00d0ff2017f9ea13dd7eec7470ca473a,8556934ed866a436e1cbe64536234d7f,5
00d0ffd14774da775ac832ba8520510f,628d6d67d782b4551e2e4a80ac59f1ba,5
