City,customer_id,customer_zip_code_prefix,State,Unique_Customer_ID
abaetetuba,9cc7a2a2047164790f51e316659268f7,68440,PA,27fffe110e3f28e0b75bdc8457a0d2a6
abaetetuba,9eacb91940312f2ff79fef11b622694b,68440,PA,4f8959e75186c78246b83bfb4219e419
abaetetuba,ba1249c05a651c21b3e6a99caaad9525,68440,PA,4e9fed16983d17a7db116c9215ad25c0
abaetetuba,c7eb06383ae604616cb4c9d36fe6745e,68440,PA,f94c00f0411b6a3e6cbde94b120fb786
abaiara,9723d86b12bdec025be4c43f71b0ba52,63240,CE,6aec5018133cf1d78b6466412d89cde5
abaiara,f8508e9ec506a046a25f3a4a63d0c630,63240,CE,738ee47ca7799ec680527c31c73b7ef5
abaira,11888d3334232a1eb08db5826129c8df,46690,BA,f7441819130a8cb81a399063b838972f
abaira,43b0018187e2831197aab2587884c29c,46690,BA,c273e6625c30e96ee5cefdd2c4e746d8
abare,7106ec9a475922e353e618396d53cf4e,48680,BA,54e4025671d9a194561b1c4e9165460d
abare,e5ebeccac97f5d1d0580b471b47a8843,48680,BA,87726d88f0e4f580a57d2a9fbf5714ba
abatia,1f09c5f1dca56a5017be0bf4642d6c5a,86460,PR,cc2fdb384d6a6e40a1de9427aa4a3a6f
abatia,217344c7c334e16c8e76551b4b240c1d,86460,PR,584455f2e1e703ad4ea6618f833ff1ac
abatia,6298ba3029dfa6658693e1b36ce1842a,86460,PR,212dff73941d7289377ecac3f5021cd3
abdon batista,d0bf4e8b500496185217d29fdfd36b9f,89636,SC,63cd40f426fb131353e7383e15d95bb8
abelardo luz,0609f5889f00803311ba52e9219c3872,89830,SC,d19a7ae8f7906b5e2d81522802cdad62
abelardo luz,14a1c38058eabe88912d5566de499c6f,89830,SC,c7819760e70376028f519e3b57e6c441
abelardo luz,1f7578e304e919d28148374730ba89e9,89830,SC,2d88b1b7f5efce7cfab8fb0720ad2674
abelardo luz,4da516541565ce46839da7c8a6af3fa5,89830,SC,a6ac029c3ae532651dc2591ebaaac6a6
abelardo luz,e9418d322fe41c3c08925015ef03d222,89830,SC,ae0467368e3026737845181a3d85e64b
abelardo luz,fd3aaca05dc7738e405ff6669a5bf7f0,89830,SC,328dd6e3fed7a5e91ed7d9aa558f0bd0
abrantes,0165051ac7514aff1b132007d915622f,42840,BA,ebfd11f20986b88de98c61d9609c569f
abrantes,55acee103cfe584bc279a010f6c6dab4,42840,BA,70d58870c1a5f29a875f77716e5b34c6
abre campo,0634a391a7b3989dda9196f26e6b2242,35365,MG,96e047d0f9de88ca34c9005565fbe03e
abre campo,0d2234a021135cfc68d38e08f7328544,35365,MG,1cadf1dc88bf9e3b2e77d5ee00316668
abre campo,29481695bec444c42345e81fbccc7370,35365,MG,9028e5b2ceb7f01832bd635f9c7d6c48
abre campo,48baae4b0e2d00b9523c8753ce7d1eba,35365,MG,83faa5fb102b850f97c0496302cf67ed
abre campo,8fa9f17f7cc7af41d068b9b3f8df51e8,35365,MG,5105b52fa696cbca4cd3ddade05149fd
abre campo,bf49919bfd6740a5f7aef378c264934c,35365,MG,066d4b591fafe57b3cef590f31e301ac
abreu e lima,2c58fbe562641feabaf9ed71a68c6d4c,53520,PE,a0e0770d529c5da6dd71d5be8620aa3b
abreu e lima,4acfee94a454cd67ddd87987fca05d48,53545,PE,8fe4f9a0d6a47babbd498127a9109bd1
abreu e lima,4b83fd2609057103e8d7604ab567c5e6,53580,PE,7a5531cd96b9def6bd36bc530f317381
abreu e lima,50984928ebfb25a78ae17e6f74947d2f,53560,PE,9e94170c1a57f87d6d6ff89df634fef9
abreu e lima,558db5ecbdc2c47fa8b3f8ae3b8a0453,53545,PE,8fe4f9a0d6a47babbd498127a9109bd1
abreu e lima,7033600dee5ca5748733e816de91d495,53525,PE,e0b26b14a6b4c1b0ef2b31449a795edc
abreu e lima,745234400e5dfd47504becedf6927d24,53530,PE,fdcf823822a86833a95cbe82fb08dc13
abreu e lima,a77f4b21bfcd5d78e8799a788934c8fb,53530,PE,65aba17aa81bcc90fa90f860e958aa30
abreu e lima,a7c105e27ad87e9c6c3f324645800bf5,53530,PE,05cb25c0b98e8d6f839049d97adfecab
abreu e lima,cb3caf08929ebfa13fdcffec28f3cd6f,53530,PE,9181f2d98576cd50d07143f36fbf3845
abreu e lima,e5a7f1cd5e6d13ce42e327920e0e065d,53520,PE,a0e0770d529c5da6dd71d5be8620aa3b
acaiaca,7956134f6e5786ead5f57eaa7766d9b2,35438,MG,eb27dcfb51778706a645883ca8d1dfe3
acaiaca,8de55546e8d40ba8d5bda5aa4b70e955,35438,MG,3958d37762138869953bd7f6b5e7eaeb
acailandia,01690063395d386d320ea8f5a60cdece,65930,MA,a9fbcde432c048fe5741d2c14006640d
acailandia,373e936792314f96a1e0ac22efc99414,65930,MA,3e0d4b27af236458df1cb979b79c6756
acailandia,44b31ced7a446f3e5e6bb7f1b958765b,65930,MA,771f822d4f288efa493c364dcbb1cebb
acailandia,80b85e949dafb0f206275a156216c1c3,65930,MA,f0ccc558b4626ebc7d2e47b0fdc8a54d
acailandia,ab4e4f11610404b4184fb812e47bb0ed,65930,MA,0bd4d2600b49eb951489ebc82723a4e6
acailandia,c281fc914f6d4964ab7a633c1027d67d,65930,MA,e02b3b1e959f17e11016e27dd450ee1b
acailandia,df015cc56f529c0969b94f5985b0a970,65930,MA,8ee17b389ad6645bf25242a99cdd729a
acajutiba,621bd139a00b6dc7d6d68635e3b558f4,48360,BA,bd8e0c159f2986ea4c1d4c204d6020d0
acarau,33380c31f765f9aa184c40351e9f3b6a,62580,CE,c113c632c226f699c39a1640a5b14fa0
acarau,34f5ffc25f144e1f6b9d0db0fa1050cb,62580,CE,c7c19110042036e6266adc998cbf1289
acarau,60ce73e9775f73dbdbc1ae5fbd9c2d73,62580,CE,7e6009894a640a33f5357552877bcabb
acarau,61bf256e81b104925bc8323ddda7cae4,62580,CE,930e9f0d9455cb3951d1b2c258dfc9bc
acarau,749d30cbf1b9bd281f3a8be978f6b8a8,62580,CE,c7c19110042036e6266adc998cbf1289
acarau,9f91386b930e55401c4ca48fa25c9077,62580,CE,1209ade9381e92cf80dfc9c684d6c39e
acarau,c435a68d2db4803b48e6b075ba4b15a7,62580,CE,4228698496d1d0ab56a9da4ed5658ead
acarau,d8df48f69b225702b91075434cebbf5c,62580,CE,c7c19110042036e6266adc998cbf1289
acari,df7429c93b45154990b9a0d40ada45cb,59370,RN,de434c463cc3a59a934db9be65acf3c5
acegua,0adbcea65a531588e0a7c68142d54192,96445,RS,b5e6527dc5f242231eb0248668eb2646
acegua,725fd041e8ecd092854a36490ad74872,96445,RS,a315d28a755939c5baa6b3fbd64017cd
acopiara,4c5eb8e3394ac94270ce5d9a7c22e6a9,63560,CE,aebfaa38bc677c5d0f0d937fff7ecfa0
acopiara,5ce679079249b5d4d0ce9932aebee695,63560,CE,087329e89b9294b9f586b7d7392537e8
acopiara,68d7fa1466056bfa867ade66120b4042,63560,CE,00af5c2c9fd47849143be82aea5ab2cf
acopiara,868884e6ad80e650949473ce7f88d29a,63560,CE,a42ab281a0f5126eb21dd9845327e39d
acopiara,b38ed39dd3e8de29709dfcc59c3d7067,63560,CE,426019d76a8b0579cd258fdfdce86089
acopiara,f10a0728dd9a65395633cb333eead2b7,63560,CE,17ddaa61585b7b0ddda197f6135a8b29
acopiara,f187e3755e5efb3ee11f5c1f76cbb536,63560,CE,19ebeb80eb80101688fd83df96a41a8d
acreuna,148078d68b6cdee7fb155cfd58d29bfa,75960,GO,efd877ae53d38706d4019f46bd72579a
acreuna,1de9fc35579f1ecefbf20185a7341c95,75960,GO,1d8acbbabb9111c1a5298eedb4f9567a
acreuna,26c8098256a9f305d2d7238204f5642f,75960,GO,95a1b49d1b137fb8ee99a551369363d3
acreuna,60b7c6b75aef6b90ad544ee8b85c7901,75960,GO,74d3fded86656f1830b234321d42d915
acreuna,84d6fb210530092cc812964f47296514,75960,GO,6448171dc4f0dce54beea01748593c62
acreuna,bd5829a8e441e1a7ad669932cf6e8841,75960,GO,7071d8356158001d704cd2c0996214de
acreuna,e4b827f74dddb51fbccdcc061f0e100b,75960,GO,b8c9eccefd807623908243c39ab71c0b
acu,0735e7e4298a2ebbb46649346570476a,59650,RN,fcb003b1bdc0df64b4d065d9bb94f8c4
acu,38c97666e962d4fea7fd6a83e69f20cd,59650,RN,b6108acc674ae5c99e29adc1047d1049
acu,903b3d86e3990db01619a4ebe3edef4e,59650,RN,46824822b15da44e983b021d0e945379
acucena,96acf11f5c1d5f2ddba8bedc04d41d3c,35147,MG,285d20e8ee89da04e022456f8201fd45
adamantina,013b46f9a2576623a655fd9469b7c583,17800,SP,7ee7b51e84d754f7a627c51c473d670c
adamantina,0ab14736076aeefb2a545f8c89931f9f,17800,SP,be57fcdfe21fbc67a8724f4f8b020662
adamantina,226bcd33db6fd7b7c3ed754db18659f6,17800,SP,f520cdd2f000658557d6db874bd34a0a
adamantina,24e5769f6d2997653d33cc6a5b9efea2,17800,SP,d44f4cf66ba1456ae1f43e74e599037c
adamantina,26cad29ce2fd0d9203145f2d71b7aa43,17800,SP,bfe1ecef0f01ad67e5e0cf1860e94e60
adamantina,370e9b111968bd747c429eb56c54c8e3,17800,SP,5cdb9e29de72b5564ffe68e9b4810d8b
adamantina,4d32a98e390433a11d785b4078826807,17800,SP,442c6d640c754068dd2e714e0d1b106e
adamantina,5684f8bf0ee27f2003ba2380c4ba8b08,17800,SP,12caadb5a521dab786cd45e51272dddc
adamantina,5a614e662afcf66da8c7bbdf13e81c50,17800,SP,bfe1ecef0f01ad67e5e0cf1860e94e60
adamantina,60b2dc4d4414526a06f5fe22755855b5,17800,SP,0a70420176dde077a1cc1cea2ca7595d
adamantina,68795255746d33fae2c9d3557d4e64d6,17800,SP,abd0a39a682f8ebce24fe26826e47eaf
adamantina,6bec28a0162e9cf0dac2934b4c158954,17800,SP,0e991e99c7b6436923a14d437cf2a041
adamantina,6c69f878f99ce6a9a5fd91c0a9957d53,17800,SP,ff66d86dd60a80525875a584d0f5d399
adamantina,747d99ba78097c3ec1b2ce4287782bc4,17800,SP,7806ddf4e843d92ea2cba1fc2d285eee
adamantina,7cc0b4bdda5ded8e2710e12b866a2cf3,17800,SP,a2b3cc2690fc556c833f1a6564959b45
adamantina,7dfe1c4d95d34b7787c5df1b5d96abec,17800,SP,2662dd48cf4cacf12d22bcddef936e28
adamantina,88f6fc71994589a43aa54a32115c7c97,17800,SP,564f89ca1f5371992bf1fb87a0331ac3
adamantina,89b46f8b1cc765c98ffb9989a137abde,17800,SP,9f71aace68f5ee2f070fb1a241280263
adamantina,8d530bb376a32c1a88884c941bfa3789,17800,SP,d033eae5473c7377e1b9a76db0138f25
adamantina,9872961494c04c3939cc4fa43bfaeb75,17800,SP,2fafff68ec29779e3b19a41f71fba0bb
adamantina,9c8238260ea546e75c56fc27c0fedfc8,17800,SP,c7cd7684e4c3d80651bca76f2e7d9b7b
adamantina,a54c7810d4a0a3563f11fb6ce6acf771,17800,SP,64ef8378b255bc728db76e1b9e61c727
adamantina,c4ac325fd53cbbb5fefd94260aef1c04,17800,SP,9222157eec2fcf0b01e35ea4fd5af8a5
adamantina,cc6a744ba14a060493fb64b97087006c,17800,SP,f4aeb606b01219f9277b55d672719071
adamantina,cf143d2640cfdce2f9573ed4631b2cc1,17800,SP,750d9679cef84e8969e9270f4e06c064
adamantina,ddc55f221691ae89eedd4bdcd17014e4,17800,SP,c454f6ce3b51d92656f95d35abd7e5fb
adamantina,e3f08093f6e3b8dfb0fd0c7c165fbc6b,17800,SP,a7d29dfb07d2919cbf9fe67fd6da6b37
adamantina,e99979ecd47f84f3d8be57c2a1080ef6,17800,SP,ca33e8dc98df4f39b42215daa02b3e0d
adamantina,ed35271185aa3ecf2e421970e47e473f,17800,SP,643b807a55c5add3c91379b31f50d206
adamantina,f134b34785e8dac47c9ef048c49f0916,17800,SP,e3259b1ff361ce816be518b2a3efed3f
adamantina,f5219627819a30474a6ef14e1598e7f4,17800,SP,d36eba3490c536bfdecc22e3c68ad453
adamantina,f5587866e99f9081654f4dbfa7757d28,17800,SP,2df614fd72018ecf9ffe1077bfd21d49
adamantina,fc2db1c27756efd293d1c982c540445a,17800,SP,96ce642e637cf74a0d3023db31e59d16
adamantina,fd6eb9abeb780067580abc6384a9ef39,17800,SP,f52b9bb7a89d50d1bab49e421b1c613d
adamantina,fe5354f706b809fd278ab2bd1bed05c1,17800,SP,f9b208b3f0a8ea19f8088c8b14875bbe
adamantina,fe6b657f9dfd2e2562ec4c5bfcba3031,17800,SP,34868842117c40b30209d16d4d41da71
adhemar de barros,fe9aa4a491ad6ee6219838c567fa3221,87895,PR,56af6d7020c250daa4c48c21be65574c
adolfo,2588b4a39140feeab5d4ad3131067d25,15230,SP,a6872613cbe95b87b2b042f530a122fb
adolfo,58c169c6200ab071e176185fc7c8e8dc,15230,SP,535a1647faf34fa079075dcdf6c30b3e
adolfo,6f383780e8c8bbe7dcb5256bb2d488e6,15230,SP,1b17e5736d73b909e1ad732e6803f427
adolfo,84e743e64c00de51fbca1961b407c3e1,15230,SP,743d54d53beaf9bba644cf4538595bc3
adolfo,f22b0df1b7a5bae93a61acc0a0029488,15230,SP,2758635d877f4093425fa0d2a7f917d4
adrianopolis,397cee5da1a7fdfbbf0c6164d591246c,83490,PR,fb14459f7393f821170896328c3ea8e7
adustina,3822955d34156d07b88be9848edfd7e9,48435,BA,fbf136c0e5ffdcadcc5f66139e3ed394
afogados da ingazeira,2374bb1234352ce588b83dc14b59ea5f,56800,PE,1ef632982d8b163acb60a2aa6539b49d
afogados da ingazeira,5a65eb00a924ba21a2a323650fe0a070,56800,PE,41f40395978d5bd6b6ab63c77ccfc03a
afogados da ingazeira,5c0c0a2f137f0ca32bc91f21cfa0344c,56800,PE,48e6f23af32f72ee663c68227e85e732
afogados da ingazeira,74c1341b048d9fb5284b1abec60c4eb6,56800,PE,60570cfe8dd2e12425c85297497675d4
afogados da ingazeira,7e9dd7f39416a450cea8e6457e20738b,56800,PE,0fa31a0880fa6aced72b677f0c661ccd
afogados da ingazeira,a62c69530073e68d2c7e8c407ee8090a,56800,PE,c9852be3a008869131e1f61af98832b3
afogados da ingazeira,b272f7bc16e183c748dccf90c09cd25b,56800,PE,29b98d99b4cbbce6f99a2b7cc96274a4
afogados da ingazeira,eb73b2df5594ed5948920669c8f25bd7,56800,PE,fcb93894d90b597710feb4b896c7a053
afonso claudio,12146654a986f7db61818e306b1e227a,29600,ES,c93f62481f5ec94519caf019bb6f7c4e
afonso claudio,2d5961372f483e6ca5478477d3289a14,29600,ES,37ffc4529f4914b4d8fa628ccf1a422b
afonso claudio,3672240fddb571231ad0be2e2fa82b5a,29600,ES,b9c6f1253196f3ad5ae317792179d4b4
afonso claudio,36a8a446b9a461c4ad8763d0e314efd1,29600,ES,0bd3d5b6cf491c4bb0712be5161ebc32
afonso claudio,5da862c892972d042f5dfda14f1d6c98,29600,ES,4ddabde26cd4b8378ccbdc76daf8b745
afonso claudio,601b800732110a9e3695e9c454bfa828,29600,ES,8a11981cadf7feaab34826f59a3185c6
afonso claudio,ab483cc52c9f32a518ca23b4d420c3be,29600,ES,5e831d4f5dd6db5c86417995ba7b06bb
afonso claudio,b1449a43a666cba48f485fff0a509b8e,29600,ES,9443ba3216ed3d0c97bc6f688b181e3b
afonso claudio,e6153a41439b7e1ae5508b4dcd9a1055,29600,ES,3840224a09f80a2ed45e2abba46ea462
afonso claudio,ea6197a226b1b7b0f681eb146cb70665,29600,ES,43d8a0473c80d3f374a6417572d8dd14
afonso claudio,f230350626bdd370da5065ca995a4947,29600,ES,dbd58000548a892700a0bb222dca6533
afranio,3a877e5eba37d36c050a3e5f11083e5f,56360,PE,2f08332afa68530c6ab0f1a1cf2e4244
afranio,9d4d495d057fab5a6fa1dd89d432a0cb,56360,PE,00344274804f3b8003de1b0562ae01df
agisse,15f73cd40ee94734ce2f3ebce168f1ba,19610,SP,9be795e932593ec0c21cdfa19799b5cf
agrestina,d5c70e33b26d11965027895a8e8cb748,55495,PE,5e5a9e721cb83187f5893a8c7109faee
agrolandia,8b318ddc93f0076d90f07847ddf47567,88420,SC,fb933c9426bedb13e71038fa146fe6f2
agronomica,002408f390f729598bbac1ef9421c6ae,89188,SC,589621a1ce8b9302b75d6920dfd7dd01
agronomica,a20eca856c890ec1eeb6d0cfffea3201,89188,SC,42a1a17ab8c539d01d158aabd7d55eae
agua boa,0c069b7f921d428000da0ab8b26b629d,78635,MT,86c56da9eed3fa930aad2444f1232a06
agua boa,1b821d88761e953317becd1561e7d434,78635,MT,e57ace179a6a6c54f4c3d7c6f95f9f47
agua boa,1f1fab4313a5a8c7382720ba5f28acdd,78635,MT,6f28965cb68a5b0a11b0a11ddb0db5da
agua boa,326cbc06e2f48fa67a884ddfa1694412,78635,MT,bd0512ab6c631a62fdc974a682600f56
agua boa,4243bdfc60a8e749ec908454e94d0b5d,78635,MT,d94320c3d899128c8374fa05c980f56b
agua boa,476578ccb1cfee32b298106e453c7402,78635,MT,d42d80a0e58167c0dbb59315c93788bc
agua boa,48e60815b9a51a18b2721ea814b574b4,78635,MT,bd0512ab6c631a62fdc974a682600f56
agua boa,497ee8ce7cf70245d3636f91c968163f,78635,MT,d42d80a0e58167c0dbb59315c93788bc
agua boa,6ce9be1e2024d2907bb96906d3cad9d2,78635,MT,b9c8283a13a1bda30ed18a513ad68a43
agua boa,8cb4d4ae78fe9aa67a08a4d8c322c201,78635,MT,86d9e56cfb6bb093863537fddea0efb4
agua boa,b04337a5939fac7b5a29dc741c51e8de,78635,MT,069257bdd5fbd8d850bea16dc7b15b37
agua boa,d48ba4f85199917958edc58ebcfc4577,78635,MT,7b76603d8de22c5b7455ea09245ec50b
agua boa,d7cb9c6c0de35c874cbad4f5f5f96c8a,78635,MT,041eb6136ede40c0bd0f31372d7f481e
agua boa,da4754b8a97ba178218a494ad7b768ff,78635,MT,cc433adb81dd4d1623900ca79f68a2a8
agua boa,de7b829832e3a4f9c9b33faa816dcaec,78635,MT,30808d05b361f15d12d5e5057aa2b34e
agua boa,e47110abdbd56729270e9c2a8c552a72,78635,MT,4f09f32414a1fb26c34acc8b6397bfaa
agua boa,e4bbab9eceac56b0816883d12d499736,78635,MT,1d57f9972dd0919fed3ef1e7ea8a54de
agua boa,fc3fe781283a400950dd7702b8a4dc28,78635,MT,be726f6a4880c09f6f0b2253103ce6e7
agua branca,136f8c475ac7abd11f3c8f93c24f88d8,58748,PB,55ba99e2243364d8cb0a9cd4e4d77d21
agua branca,798515ecaf12e2e595906816414668b3,64460,PI,d1b106a89bbb86bce9876a9700987bb0
agua branca,a764fba79ae39e814c41f8cd1da0571d,58748,PB,50b29eaf9eb01ad9a8426af7f1fd5964
agua branca,ca1a44b35b3b2c450ebb9ce015d6239f,57490,AL,c1d7876f48d03563c6a9ef4288adf9dc
agua branca,dd6343f8e0969d29f4949a663a7ecb0d,64460,PI,da0e3f29a7dc99277ff6054ca9a1e078
agua clara,65ce638769e46f0ce2eb1e5c209a9386,79680,MS,d672a4c6eb9c9797961eb8bd52c44c2a
agua clara,a604feea72cf6c3c63208e5f35dc3c0d,79680,MS,b8e21ad479da823a52b677502d3c7ea9
agua comprida,5ab6da4f0948f2079320f3ab48f44c5d,38110,MG,f6e9bab0c1672b2133e95f1d91c4ccba
agua comprida,e7e7b771a96874f3f7fcc9398e263bba,38110,MG,177952704d525ec3864205596a32b897
agua doce,40efcb2188d8a35075b6ea52d2302943,89654,SC,553d4ddf98f0c04aa7e4a938826eb335
agua doce do norte,1c6f43948a70aab39fae79e09b228c59,29820,ES,81e8c1216588dcfc00d6811d820e9f73
agua doce do norte,40f2edefab04c428afda7406f7c5bd35,29820,ES,932a9ecff3ca5b01c3392a5005bc4ced
agua doce do norte,87b562396562e68f82047746fe64b167,29820,ES,48150eaf37eff0132bbc9163274820e7
agua doce do norte,891df15998426e9d609b7f363a555ce4,29820,ES,4dbc9e60ee79f8547f8a3fe7f3d02fd1
agua fria de goias,9522d39cabd497bd4bc5fb1b226cd5cf,73780,GO,774efd8e5cc822162e0af7311d81f5c1
agua limpa,9f49b356352888c2be3e705569c7e896,75665,GO,c490b206f51db42b71aa732ddd0d1624
agua nova,cc708205c142818e4e7d22634553b8c8,59995,RN,5ded91f1483cba8f756c6557a5922231
agua preta,d5611385e2e85a798c08942bdcedf49c,55550,PE,442e19b5a900f1dc57ee128d5741626f
agua santa,235702411e5214f0e4a0761bf5ce9e99,99965,RS,9fc089b0b6a8db40d4357e784f1e91d4
agua santa,f93bb6c70a7306d18a24f77f1889916d,99965,RS,ee0a41f3ec008b1459efbd99c775e6ea
aguai,0026d252429f669d454d726e5e956aa1,13860,SP,6cd042e0832c40d2eebf82b2521a8487
aguai,032a4f800b7a9732de3c85e44f672d37,13860,SP,3049f49a33cdd60887e89c07dd4a1e7c
aguai,44e3a4d56bff0ee1e71df577e741b7a7,13860,SP,68b091fe5fca75c2128b1fc714090a84
aguai,4934ff805b3b425278a6bf155a28dce0,13860,SP,b27739502aee0eb80a4699f471027da2
aguai,5c9c054fb73a874d71499b20708a84b2,13860,SP,9b06a97746914ad38b875ce9a3972676
aguai,95605e9f0efb9fd315e9a784389208de,13860,SP,d381a23b5cf3d6cab221dbb6b16e11a7
aguai,a0cb5077a7c872aef81839dfbfb6177d,13860,SP,f0c8f31425355056c902cf77f1125bda
aguai,cd25b85f3cf1debb4376bafc231f8137,13860,SP,bdb2114573d1e00a29b0e01a67441cb5
aguai,d8c076f6f125bddf54ebbe55ebe1e92b,13860,SP,817dcd7a2de6fcdc5434963bc26de720
aguai,dfd9186730d5ae892dc2348afb9a2fdd,13860,SP,41c3c9562b8a80d747fe2bd3c749640f
aguas belas,54d964b83ac779bf3ab0fdb1877a51bc,55340,PE,26021fbea24c3916e675f0dceb0951d9
aguas belas,830bd6bef6859ef08f69d1a6ba06d655,55340,PE,8af84fe890694adeb2e738818e7954f3
aguas belas,84484fb1df4af441d3c054c7e13ecc6e,55340,PE,9f6d77f7778305f2ac33a129f11d1d2f
aguas belas,a26836b9cfc40d714e38cff84bf5381f,55340,PE,32fcda2f258293ba3299d9766c7b97bb
aguas belas,a5139b033b57135acb4e423961e8aaea,55340,PE,60582bbe2188ff969bf71485ee29f9ad
aguas belas,d0201d40635bacac931a23211566d601,55340,PE,91cf1d46a75f42788fedaa026a62de7a
aguas claras,043f84c471d1141aa553fc893c6fa14c,94760,RS,d151103473f01802b68edc425be42124
aguas da prata,2fa31352737393319f999c84deafc5c5,13890,SP,31ec946efae9958c231ebfce447a1169
aguas da prata,329970820ec5088911fd6d9c1926a73a,13890,SP,b02f8d4c8c69decddc438e6daf08982e
aguas da prata,343c25401e9d4e099d34e49434b0a6c7,13890,SP,9d56cb9a44aab5792e970c51fc9b3818
aguas da prata,4db9c8ed57db4664fd99ae1e2b941fa5,13890,SP,542737469da7f46efac464a38cc7e3c2
aguas da prata,7ae2e03f758deff7b5066b9314da5ed7,13890,SP,5c09ac095bae0ce431cea9cd2b603ad1
aguas da prata,7d6a26a363174157427589ce4e439d02,13890,SP,a14013572052647bb2e247d67662b4c5
aguas da prata,866e86e72ee6ed3e942ee847c8439b31,13890,SP,f409b06d88f85051b006d13fd9e0fab5
aguas da prata,bf2f941a497aa93ace6c2dc0b55984a7,13890,SP,774da53f74682c76619a722e5b232d26
aguas da prata,df70c9bae41a54346a85344839a3cfc2,13890,SP,eb19e5dddad5b3333c4f88732918a7ab
aguas da prata,f3799a6efc9956211770b7f5554a886e,13890,SP,73f6c63a7d887f8f77dbb92fb0bee026
aguas de lindoia,0198441fd94fedf81ba98683f6449a1e,13940,SP,757748a61826463bff1c7a8279ff6b1d
aguas de lindoia,0b7a32b0c1338452e8ee959a40fdfbae,13940,SP,f78c08243f34eaab3dc99f8401bc66f4
aguas de lindoia,0bbb36dcf7fa22399f3ca7ec6f22e077,13940,SP,5979f0a30cb5874cac620fe3375d0297
aguas de lindoia,0feb4570bb79ad1d9418a224faa1d93f,13940,SP,2c009bef0f63cb98b2067ad0ada95319
aguas de lindoia,1664bcafea1725d052fef88e918bf61a,13940,SP,9abbeef7cb0624acfb8e8516fb5f1cb0
aguas de lindoia,3535441700d41ed668237e1e79d97fdf,13940,SP,ada60a75f2a032ea9b41f135d83798d6
aguas de lindoia,4fd717f8365e738dcca2baa0ff70a52d,13940,SP,990d8ee178bf5e1724e920166ded0c64
aguas de lindoia,7499df3bc3d59387a81ed0d55645de2c,13940,SP,d12c7cb919ab7154a0cee8adfcc212a0
aguas de lindoia,7957a69663528d350746c7958f85ed40,13940,SP,4b78eb13e67dfbcaf19a5340a17981a9
aguas de lindoia,9146a82ef0aef149115d9365555b4343,13940,SP,34aac96d64fc005f6a378efdae534788
aguas de lindoia,91486dd591ffc38e69608cd1684e6951,13940,SP,855fef734a57eaf43d6592b4f59399e4
aguas de lindoia,a99b14b9f830058b2f3b5dad85b43559,13940,SP,4def5852dc14df120c88434d762623e1
aguas de lindoia,af1789225641b6acc60f97f3f32f5673,13940,SP,15fa1715ed2fd2ac6a67e6234d4d5128
aguas de lindoia,c329b3a16b13d583e13daa8a840f7193,13940,SP,4eb193b848f56f3ca62cc044b1668597
