Sum of freight_value,order_id,Sum of order_item_id,Sum of price,product_id,seller_id,Year,Quarter,Month,Day,Total_Item_Value
19.67,002b4e6fa42cd4a22cc86abc18fe9c05,1,99.9,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,2018,Qtr 1,March,15,80.23
17.8,002c9def9c9b951b1bec6d50753c9891,3,156,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018,Qtr 2,May,21,69.1
14.84,002d040018d12a3853c059f7f23ab5b1,1,155,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,2017,Qtr 4,November,27,140.16
34.23,002f16b7bc4530031b7d90f791b12d8a,1,249.9,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,2018,Qtr 3,July,4,215.67
23.31,002f19a65a2ddd70a090297872e6d64e,1,53.98,9eae06d51aaa383b2bed5547a19d581c,1835b56ce799e6a4dc4eddc053f04066,2018,Qtr 1,March,27,30.67
7.16,002f98c0f7efd42638ed6100ca699b42,2,44.9,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2017,Qtr 3,August,10,37.74
32.57,002f98c0f7efd42638ed6100ca699b42,1,8.99,d41dc2f2979f52d75d78714b378d4068,7299e27ed73d2ad986de7f7c77d919fa,2017,Qtr 3,August,10,'-23.58
17.67,0030d783f979fbc5981e75613b057344,1,60.6,ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,2017,Qtr 4,November,29,42.93
67.24,0030ff924c38549807645976adeef2c0,1,225,bd7cab8de4d7943286634023cc06f8ff,855668e0971d4dfd7bef1b6a4133b41b,2018,Qtr 2,April,6,157.76
15.38,00310b0c75bb13015ec4d82d341865a4,1,39.9,c8e7c2ef329fcda4a233e7e2f8bb8b7d,a2deecd5398f5df4987110c80a1972a3,2018,Qtr 3,August,17,24.52
34.07,00324b3eda39ba5ecce3945823e3594c,1,76,54e5063e43f27f747d592eb24e913150,0dd184061fb0eaa7ca37932c68ab91c5,2018,Qtr 2,April,17,41.93
27.19,0032d07457ae9c806c79368d7d9ce96b,1,159,08279c494018541f71443c07d77560f8,e333046ce6517bd8bb510291d44f0130,2018,Qtr 1,March,15,131.81
28.9,003324c70b19a16798817b2b3640e721,3,205.8,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,2017,Qtr 2,May,24,88.45
16.89,00335b686d693c7d72deeb12f8e89227,1,63.9,87b08e712cc4c9fe70984c5a24b29e2f,f00e21b1e91a79653163b7fd8f293ff1,2017,Qtr 3,July,28,47.01
8.21,00335f75ea6a4455b524a8dd177067f5,1,168.8,e1bf2f209fd2b08e1af3ed71732d9008,70c27847eca8195c983ed7e798c56743,2018,Qtr 2,May,2,160.59
9.94,00337fe25a3780b3424d9ad7c5a4b35e,2,59.9,13944d17b257432717fd260e69853140,cfb1a033743668a192316f3c6d1d2671,2017,Qtr 3,September,29,49.96
9.94,00337fe25a3780b3424d9ad7c5a4b35e,1,59.9,1f9799a175f50c9fa725984775cac5c5,cfb1a033743668a192316f3c6d1d2671,2017,Qtr 3,September,29,49.96
28.58,003423b755b562962a6225a8de40d12e,1,232.75,84904413b82eee333a3f79137e8d197e,23c38debaffe4a25a30fdbd9b586a13f,2018,Qtr 3,July,18,204.17
18.44,00345f338696283410b7977d2e3efc89,1,48.9,0f2fd0a589cb7849c1dbedbd4109c2f8,516e7738bd8f735ac19a010ee5450d8d,2018,Qtr 3,August,23,30.46
12.11,0035246a40f520710769010f752e7507,1,87,8a6187b2665118d5095f99a25fd7ba7a,4a3ca9315b744ce9f8e9374361493884,2017,Qtr 3,August,23,74.89
18.54,0035c0b07126fe9c24a325216fb96064,1,131.9,ec02a5d380128f7a188e9ce8f3ddd832,8444e55c1f13cd5c179851e5ca5ebd00,2017,Qtr 4,December,12,113.36
14.1,0035e6b7ade84b3f5b86bd49814793df,1,19.9,71a5f1c2a5fd9889ef26b5ac22aec9c6,537eb890efff034a88679788b647c564,2018,Qtr 1,February,27,5.8
66.04,0036757472ece3dde52fd4bfd929c90e,1,136.99,4c1bbc12438daec98a77243c2bf7a3ba,7c67e1448b00f6e969d365cea6b010ab,2018,Qtr 3,August,8,70.95
23.64,0036887767dea4bd43b1a88cd0d9477a,1,399.99,3a264b078bf20e98f315ff65c23fa263,46dc3b2cc0980fb8ec44634e21d2718e,2017,Qtr 4,October,19,376.35
11.85,00378c6c981f234634c0b9d6128df6dd,1,41,38fa750a3a3b3204f169c86a3284d387,218d46b86c1881d022bce9c68a7d4b15,2018,Qtr 1,February,8,29.15
37.16,003822434f91204da0a51fe4cf2aba18,3,138,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,2018,Qtr 2,June,21,50.42
33.33,0039500db36d50d7d0bfaf23723550f3,1,169.9,62984ea1bba7fcea1f5b57084d3bf885,c3cfdc648177fdbbbb35635a37472c53,2018,Qtr 3,July,10,136.57
15.28,003a7f59d7e08a9c61d9e2881fe6459c,1,119,a4d286543a67e29c930c99cbd7a55a8f,b410bdd36d5db7a65dcd42b7ead933b8,2018,Qtr 3,August,22,103.72
18.08,003a94f778ef8cfd50247c8c1b582257,1,39.9,452f66a0f164cac57802e2cea93188ac,f80edd2c5aaa505cc4b0a3b219abf4b8,2018,Qtr 3,August,7,21.82
12.9,003cc6161d7a2593f2525cce0c330d32,1,85,fadc89c2a60ff96b18827644074dfd70,53e4c6e0f4312d4d2107a8c9cddf45cd,2018,Qtr 3,August,7,72.1
8.89,003d0634280ff3d1d3a54459349a6899,1,220,db886bd83f6a076a2caeb7fd02722c35,8e6d7754bc7e0f22c96d255ebda59eba,2018,Qtr 1,March,22,211.11
35.74,003d804eef0e1b856881cd18e0cc0d4c,1,277,41402af2a88247152583bb812ba235dd,4869f7a5dfa277a7dca6462dcf3b52b2,2017,Qtr 4,November,27,241.26
27.75,003d9fc84ad902adf2265248b5ffe1a4,1,66.99,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,2018,Qtr 3,August,22,39.24
50.85,003edccf16bc5ec447f592913b3df2b4,1,14,500870614ddcf5bd84f7d26861026c8a,ef506c96320abeedfb894c34db06f478,2018,Qtr 3,July,12,'-36.85
34.06,003f201cdd39cdd59b6447cff2195456,3,170,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,2018,Qtr 1,March,5,67.97
9.8,003f9bcc09427647c4b9d361a523545b,1,229,4bc3ab2ff016887e619e587a993af3bf,7e93a43ef30c4f03f38b393420bc753a,2018,Qtr 1,February,12,219.2
0,00404fa7a687c8c44ca69d42695aae73,1,99.9,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018,Qtr 2,May,15,99.9
34.39,0040a56893444cb56cba7cfe2225e34e,1,84.9,3f14d740544f37ece8a9e7bc8349797e,f457c46070d02cadd8a68551231220dd,2018,Qtr 1,January,29,50.51
33.91,004157daafa0bc8672e01f00e4f0c04f,1,189,8b5632d7a4f86bd2f1331355305427e6,624f4ece8da4aafb77699233d480f8ef,2017,Qtr 2,May,25,155.09
7.78,00418a49a685c6bb60633291c3fab17a,1,49,5e21d5cab5d33e770d8150a4ee6117db,6560211a19b47992c3666cc44a7e94c0,2017,Qtr 4,October,9,41.22
15.37,004345d16a1ab2c21962992c721c8643,1,37.9,d0fb1e667e989933a80444f93da833c0,0be8ff43f22e456b4e0371b2245e4d01,2018,Qtr 3,July,10,22.53
16.14,0044c6f6d22dd280534344177c81b989,1,179.93,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,2018,Qtr 2,May,23,163.79
13.84,0045e3085f083f0f38d24bb3f22e6593,1,116.9,9545d45c37449ccbc376de3a04c66e71,431af27f296bc6519d890aa5a05fdb11,2017,Qtr 3,August,17,103.06
15.51,0045f5225a96ef46630701167528fdcb,1,94.9,86a11a09edde2267675505fc4d56d9b0,3db66a856d18a9cba7c9241fc5221c50,2018,Qtr 2,June,19,79.39
15.73,0046176ff0dbc2a178b7885355dfbb71,1,121.99,19f0917ba5781b978298ffcd9ae225c1,43f8c9950d11ecd03a0304a49e010da6,2018,Qtr 2,June,6,106.26
7.78,0046e1d57f4c07c8c92ab26be8c3dfc0,1,7.79,ff6caf9340512b8bf6d2a2a6df032cfa,38e6dada03429a47197d5d584d793b41,2017,Qtr 4,October,2,0.01
85.97,00471463a6106056c1a2a809f70de640,1,179.99,9df0e8a7eef2a38b74e6d5c0e224b11f,7c67e1448b00f6e969d365cea6b010ab,2017,Qtr 4,October,3,94.02
10.96,00482f2670787292280e0a8153d82467,1,7.6,a9c404971d1a5b1cbc2e4070e02731fd,702835e4b785b67a084280efca355756,2017,Qtr 1,February,17,'-3.36
17.6,0049edf42837aa808e03552a62bd2158,1,49.9,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018,Qtr 1,January,5,32.3
8.03,004b62108b876867938746ad3154167f,1,110.32,c589625c8ccc7bfd2e8f1fb041e24c4a,c70c1b0d8ca86052f45a432a38b73958,2018,Qtr 3,July,10,102.29
11.85,004ba47bb589cdbc485e6025bd6d3c81,1,49,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,2017,Qtr 4,December,29,37.15
61.18,004ca5ae248069d68e8594df8abf6ce0,1,159.9,cd71c76f5ab15f51f24fb214fc42d8ab,620c87c171fb2a6dd6e8bb4dec959fc6,2018,Qtr 2,June,14,98.72
27.39,004d76fef3dd46eb4f70da049c8d1f93,1,120,28a652ff04e43c1bc57937a9f8770f9b,3d871de0142ce09b7081e2b9d1733cb1,2017,Qtr 4,December,27,92.61
11.98,004eab0fd8f28adaf8d488976f77febe,1,21.5,0c753fe6a58dfa7a27bda5de76e779c3,7586919161935337bf6b6d7ff5779648,2017,Qtr 3,August,8,9.52
15.61,004f5d8f238e8908e6864b874eda3391,1,122.99,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018,Qtr 1,March,6,107.38
19.75,004fb11815bc03b01b20a614eef69d14,1,72.99,68c923fddf7f83316b53252eaf830724,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 4,November,30,53.24
13.93,004fb5e6f90a178dc74ad2b016649249,1,129.99,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 2,June,15,116.06
35.78,005059edee63c8c708ba61910793b31b,3,184,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2018,Qtr 1,February,12,74.11
33.6,00526a9d4ebde463baee25f386963ddc,10,135.56,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,2018,Qtr 3,August,14,25.49
40.37,0055b77cca3186676c147f532dd2547b,1,149,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018,Qtr 1,February,25,108.63
16.79,0057199db02d1a5ef41bacbf41f8f63b,1,20.3,41eee23c25f7a574dfaf8d5c151dbb12,e5a3438891c0bfdb9394643f95273d8e,2018,Qtr 1,January,25,3.51
30.02,00571ded73b3c061925584feab0db425,3,359.8,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,2017,Qtr 2,May,25,164.89
12.27,00584d79015452d19fd3d044ba3abdc0,1,109.9,d9c01b484ada6a360c2715a08fdf1568,7202e2ba20579a9bd1acb29e61fe71f6,2017,Qtr 3,July,27,97.63
25.9,00588f5f20fee630b83d4709e0a42715,1,89,bd6e8cf9fe4122c385da2bcb9f979d5d,4e922959ae960d389249c378d1c939f5,2017,Qtr 3,August,29,63.1
13.75,005997dca4c1fc45066d0a03d54a6469,1,120,2948658cb6abc82847412be7201bfc4c,955fee9216a65b617aa5c0531780ce60,2018,Qtr 2,April,16,106.25
14.28,005a1dded353107dbabf8ffc83a20365,1,75,7e6c4a0bf900e259f50ba63331fd2785,6560211a19b47992c3666cc44a7e94c0,2018,Qtr 1,February,15,60.72
14.52,005b49de51a4e006055e8487a50ad8e4,1,46.86,381169576b9f3c083a1c3261da161a3b,8c16d1f32a54d92897cc437244442e1b,2017,Qtr 2,April,13,32.34
14.84,005cad6157eadc7f1f09917607f1704a,1,96,7e97894cc00196a56d6ec315c68b2353,7008613ea464bad5cb9b83456e1e6a8f,2017,Qtr 2,April,20,81.16
27.16,005d9a5423d47281ac463a968b3936fb,5,49.98,4c3ae5db49258df0784827bdacf3b396,d98eec89afa3380e14463da2aabaea72,2017,Qtr 4,October,24,11.41
18.12,005d9a5423d47281ac463a968b3936fb,1,49.99,fb7a100ec8c7b34f60cec22b1a9a10e0,d98eec89afa3380e14463da2aabaea72,2017,Qtr 4,October,24,31.87
16.6,005e5166e99d1e4d0c4f808b0540ba94,1,120.1,03bb24d19ea7449ce170e0888d830707,e9bc59e7b60fc3063eb2290deda4cced,2018,Qtr 1,March,1,103.5
16.25,005f25968fc854ea16fb16f5bdbc87c7,1,69.9,f9259c9e7c0f12c70f7a81409680a5ff,3db66a856d18a9cba7c9241fc5221c50,2018,Qtr 1,March,8,53.65
54.02,00602f25bffa1dcfb71e202fbf9824fb,1,39.9,32a8448d1612773bcfd0c5a8dd235e4e,86ccac0b835037332a596a33b6949ee1,2017,Qtr 4,November,8,'-14.12
20.31,00611822267e76e0055c25c18506f06e,1,159.9,3d514fecadf6cef40a2a32a3c20cd1c8,23d7c96d4a1160db1c726b248601b25a,2018,Qtr 3,August,3,139.59
16.22,006127b8b9a1681a982313ed7129c3c0,1,540,f819f0c84a64f02d3a5606ca95edd272,7d13fca15225358621be4086e1eb0964,2018,Qtr 1,March,15,523.78
31.17,0064d74f7de7917d54768d7722ad56ac,1,189.9,fa11ecd35f999783e96ac500532d9d45,2e90cb1677d35cfe24eef47d441b7c87,2017,Qtr 3,September,14,158.73
8.27,006557c3221c1fcd02b0106343ab357b,1,14.9,7d187801885842645486f00fb166f378,d91fb3b7d041e83b64a00a3edfb37e4f,2018,Qtr 1,March,1,6.63
11.85,00664284de7a3470d22931ed78615ee4,1,43.9,205604b962ebdae1c924e0d14e6e8ac1,1b938a7ec6ac5061a66a3766e0e75f90,2017,Qtr 3,September,28,32.05
87.28,0066a1fdaee16ad5022c5ef979d0b661,1,139,2fb0efd1f61f186ffdda9e8ec70f27f2,1d8dbc4f32378d715c717c1c1fc57bae,2018,Qtr 2,June,14,51.72
13.71,0067c6030d65af0ff98790158ddb0020,1,40.35,02ed3b595447e948efc3eac897e4df0e,640e21a7d01df7614a3b4923e990d40c,2018,Qtr 2,May,3,26.64
20.85,0068468c453d28c8ef3fd089e50a5847,1,469,2f763ba79d9cd987b2034aac7ceffe06,822bad9bc42b51213ba522fe87b7ab5d,2017,Qtr 4,November,30,448.15
16.17,00685d31ae12e47470ba5c18ba74f22c,1,59,71bdf1a4d18c3cd68f108547f0b4cd1c,6fc26fe110feebd80a433e1f012a84f9,2017,Qtr 3,August,31,42.83
